院校名称,专业组,首选科目,再选要求,投档最低分,最低位次,批次,城市,院校层次,代表专业
北京师范大学,101组,历史,不限,626,522,本科批,北京,985/211/双一流,
北京师范大学,161组(国家专项),历史,不限,622,699,本科批,北京,985/211/双一流,
北京体育大学,101组,历史,不限,592,3107,本科批,北京,211/双一流,
北京体育大学,102组,历史,不限,586,3926,本科批,北京,211/双一流,
北京体育大学,103组,历史,不限,527,22260,本科批,北京,211/双一流,
北京体育大学,104组,历史,不限,591,3168,本科批,北京,211/双一流,
北京体育大学,161组(国家专项),历史,不限,581,4619,本科批,北京,211/双一流,
天津师范大学,101组,历史,不限,570,6928,本科批,天津,双一流,
天津师范大学,102组,历史,不限,531,20262,本科批,天津,双一流,
天津师范大学,103组,历史,不限,576,5506,本科批,天津,双一流,
天津师范大学,104组,历史,不限,566,7681,本科批,天津,双一流,
天津师范大学,161组(国家专项),历史,不限,541,15796,本科批,天津,双一流,
天津体育学院,101组,历史,不限,532,19512,本科批,天津,普通本科,
河北师范大学,101组,历史,不限,555,10937,本科批,石家庄,双一流,
河北师范大学,103组,历史,不限,536,17947,本科批,石家庄,双一流,
河北师范大学,104组,历史,不限,567,7518,本科批,石家庄,双一流,
河北师范大学,105组,历史,不限,562,8949,本科批,石家庄,双一流,
山西师范大学,101组,历史,不限,539,16503,本科批,太原,普通本科,
山西师范大学,102组,历史,不限,564,8302,本科批,太原,普通本科,
内蒙古师范大学,101组,历史,不限,513,29624,本科批,呼和浩特,普通本科,
内蒙古师范大学,102组,历史,不限,519,26479,本科批,呼和浩特,普通本科,
内蒙古师范大学,103组,历史,不限,513,30058,本科批,呼和浩特,普通本科,
内蒙古师范大学,104组,历史,不限,528,21485,本科批,呼和浩特,普通本科,
内蒙古师范大学,105组,历史,不限,523,24080,本科批,呼和浩特,普通本科,
大连海事大学,101组,历史,不限,591,3214,本科批,大连,211/双一流,
大连海事大学,102组,历史,不限,591,3226,本科批,大连,211/双一流,
辽宁师范大学,101组,历史,不限,532,19842,本科批,大连,双一流,
辽宁师范大学,102组,历史,不限,529,21168,本科批,大连,双一流,
东北师范大学,103组,历史,不限,587,3705,本科批,长春,211/双一流,
东北师范大学,104组,历史,不限,599,2222,本科批,长春,211/双一流,
东北师范大学,161组(国家专项),历史,不限,586,3882,本科批,长春,211/双一流,
东北师范大学,162组(国家专项),历史,不限,593,2987,本科批,长春,211/双一流,
吉林师范大学,101组,历史,不限,530,20911,本科批,四平,普通本科,
吉林师范大学,102组,历史,不限,526,22925,本科批,四平,普通本科,
吉林师范大学,103组,历史,不限,525,23502,本科批,四平,普通本科,
吉林师范大学,104组,历史,不限,521,25355,本科批,四平,普通本科,
吉林师范大学,105组,历史,不限,507,33263,本科批,四平,普通本科,
吉林师范大学,106组(国际本科学术互认课程专业组),历史,不限,511,30710,本科批,四平,普通本科,
吉林师范大学,107组,历史,不限,551,12034,本科批,四平,普通本科,
哈尔滨师范大学,101组,历史,不限,564,8188,本科批,哈尔滨,普通本科,
哈尔滨师范大学,161组(国家专项),历史,不限,548,13259,本科批,哈尔滨,普通本科,
华东师范大学,104组,历史,不限,623,657,本科批,上海,985/211/双一流,
华东师范大学,105组,历史,不限,623,628,本科批,上海,985/211/双一流,
华东师范大学,161组(国家专项),历史,不限,603,1904,本科批,上海,985/211/双一流,
华东师范大学,162组(国家专项),历史,不限,606,1649,本科批,上海,985/211/双一流,
上海体育大学,101组,历史,不限,575,5787,本科批,上海,双一流,
上海体育大学,102组,历史,不限,574,5919,本科批,上海,双一流,
上海海关学院,101组,历史,不限,588,3526,本科批,上海,普通本科,
南京师范大学,101组,历史,不限,602,1976,本科批,南京,211/双一流,
南京师范大学,161组(国家专项),历史,不限,598,2397,本科批,南京,211/双一流,
浙江师范大学,101组,历史,不限,574,5995,本科批,金华,双一流,
浙江师范大学,102组,历史,不限,578,5114,本科批,金华,双一流,
浙江师范大学,103组,历史,不限,579,5008,本科批,金华,双一流,
浙江师范大学,104组,历史,不限,547,13631,本科批,金华,双一流,
安徽师范大学,102组,历史,不限,564,8289,本科批,芜湖,双一流,
安徽师范大学,103组,历史,不限,573,6259,本科批,芜湖,双一流,
安徽师范大学,104组,历史,不限,572,6415,本科批,芜湖,双一流,
福建师范大学,101组,历史,不限,579,5090,本科批,福州,211/双一流,
福建师范大学,102组,历史,不限,541,15937,本科批,福州,211/双一流,
福建师范大学,161组(国家专项),历史,不限,568,7214,本科批,福州,211/双一流,
山东师范大学,101组,历史,不限,563,8646,本科批,济南,双一流,
山东师范大学,102组,历史,不限,529,21410,本科批,济南,双一流,
山东师范大学,103组,历史,不限,571,6591,本科批,济南,双一流,
山东师范大学,161组(国家专项),历史,不限,548,13142,本科批,济南,双一流,
河南师范大学,101组,历史,不限,552,11967,本科批,新乡,双一流,
河南师范大学,102组,历史,不限,568,7270,本科批,新乡,双一流,
华中师范大学,105组,历史,不限,603,1863,本科批,武汉,211/双一流,
华中师范大学,106组,历史,不限,602,1992,本科批,武汉,211/双一流,
华中师范大学,161组(国家专项),历史,不限,594,2827,本科批,武汉,211/双一流,
华中师范大学,162组(国家专项),历史,不限,587,3679,本科批,武汉,211/双一流,
湖北师范大学,101组,历史,不限,559,9614,本科批,黄石,普通本科,
湖北师范大学,102组,历史,不限,565,8019,本科批,黄石,普通本科,
湖北师范大学,103组,历史,不限,564,8416,本科批,黄石,普通本科,
湖南师范大学,101组,历史,不限,589,3423,本科批,长沙,211/双一流,
湖南师范大学,102组,历史,不限,597,2531,本科批,长沙,211/双一流,
湖南师范大学,103组,历史,不限,594,2855,本科批,长沙,211/双一流,
华南师范大学,101组,历史,不限,594,2861,本科批,广州,211/双一流,
华南师范大学,102组,历史,不限,601,2066,本科批,广州,211/双一流,
华南师范大学,103组,历史,不限,601,2042,本科批,广州,211/双一流,
广州体育学院,101组,历史,不限,550,12508,本科批,广州,普通本科,
广州体育学院,102组,历史,不限,569,7097,本科批,广州,普通本科,
北京师范大学(珠海校区),102组,历史,不限,623,661,本科批,珠海,985/211/双一流,
广西师范大学,102组,历史,不限,519,26486,本科批,桂林,双一流,
广西师范大学,103组,历史,不限,548,13150,本科批,桂林,双一流,
广西师范大学,104组,历史,不限,569,7093,本科批,桂林,双一流,
海南师范大学,101组,历史,不限,542,15394,本科批,海口,普通本科,
海南师范大学,102组,历史,不限,533,19487,本科批,海口,普通本科,
海南师范大学,103组,历史,不限,506,33986,本科批,海口,普通本科,
海南师范大学,104组,历史,不限,567,7483,本科批,海口,普通本科,
海南师范大学,105组,历史,不限,545,14374,本科批,海口,普通本科,
海南师范大学,106组,历史,不限,562,8863,本科批,海口,普通本科,
重庆师范大学,102组,历史,不限,563,8460,本科批,重庆,双一流,
重庆师范大学,103组,历史,不限,544,14849,本科批,重庆,双一流,
重庆师范大学,104组,历史,不限,574,5887,本科批,重庆,双一流,
重庆师范大学,105组,历史,不限,574,5905,本科批,重庆,双一流,
西南大学,105组,历史,不限,599,2223,本科批,重庆,985/211/双一流,
西南大学,106组,历史,不限,600,2130,本科批,重庆,985/211/双一流,
西南大学,107组,历史,不限,583,4283,本科批,重庆,985/211/双一流,
西南大学,108组,历史,不限,601,2069,本科批,重庆,985/211/双一流,
西南大学,109组,历史,不限,607,1534,本科批,重庆,985/211/双一流,
西南大学(荣昌校区),101组,历史,不限,587,3678,本科批,重庆,985/211/双一流,
西南大学(荣昌校区),161组(国家专项),历史,不限,588,3602,本科批,重庆,985/211/双一流,
四川师范大学,101组,历史,不限,569,7025,本科批,成都,双一流,
四川师范大学,102组,历史,不限,569,7068,本科批,成都,双一流,
四川师范大学,104组,历史,不限,575,5695,本科批,成都,双一流,
四川师范大学,105组,历史,不限,571,6686,本科批,成都,双一流,
四川师范大学,106组,历史,不限,573,6253,本科批,成都,双一流,
成都体育学院,101组,历史,不限,561,9202,本科批,成都,普通本科,
贵州师范大学,102组,历史,不限,542,15523,本科批,贵阳,双一流,
贵州师范大学,103组,历史,不限,535,18264,本科批,贵阳,双一流,
贵州师范大学,104组,历史,不限,551,12116,本科批,贵阳,双一流,
云南师范大学,101组,历史,不限,565,8046,本科批,昆明,双一流,
云南师范大学,102组,历史,不限,561,8959,本科批,昆明,双一流,
云南师范大学,103组,历史,不限,565,8054,本科批,昆明,双一流,
陕西师范大学,107组,历史,不限,600,2177,本科批,西安,985/211/双一流,
陕西师范大学,108组,历史,不限,581,4674,本科批,西安,985/211/双一流,
陕西师范大学,109组,历史,不限,595,2746,本科批,西安,985/211/双一流,
陕西师范大学,10组,历史,不限,597,2482,本科批,西安,985/211/双一流,
陕西师范大学,161组(国家专项),历史,不限,584,4237,本科批,西安,985/211/双一流,
陕西师范大学,162组(国家专项),历史,不限,604,1784,本科批,西安,985/211/双一流,
陕西师范大学,163组(国家专项),历史,不限,612,1206,本科批,西安,985/211/双一流,
西北师范大学,101组,历史,不限,555,10751,本科批,兰州,双一流,
西北师范大学,102组,历史,不限,566,7684,本科批,兰州,双一流,
西北师范大学,103组,历史,不限,548,13096,本科批,兰州,双一流,
青海师范大学,101组,历史,不限,526,22941,本科批,西宁,普通本科,
新疆师范大学,102组,历史,不限,525,23158,本科批,乌鲁木齐,普通本科,
新疆师范大学,103组,历史,不限,531,20388,本科批,乌鲁木齐,普通本科,
中央民族大学,101组,历史,不限,608,1472,本科批,北京,985/211/双一流,
中央民族大学,161组(国家专项),历史,不限,537,17656,本科批,北京,985/211/双一流,
华北电力大学(北京),101组,历史,不限,598,2428,本科批,北京,985/211/双一流,
华北电力大学(北京),161组(国家专项),历史,不限,593,2895,本科批,北京,985/211/双一流,
北京大学,103组,历史,不限,661,21,本科批,北京,985/211/双一流,
北京大学,161组(国家专项),历史,不限,647,91,本科批,北京,985/211/双一流,
中国人民大学,103组,历史,不限,646,105,本科批,北京,985/211/双一流,
中国人民大学,104组,历史,不限,648,85,本科批,北京,985/211/双一流,
中国人民大学,161组(国家专项),历史,不限,642,156,本科批,北京,985/211/双一流,
中国人民大学,162组(国家专项),历史,不限,645,118,本科批,北京,985/211/双一流,
清华大学,103组,历史,不限,662,17,本科批,北京,985/211/双一流,
清华大学,161组(国家专项),历史,不限,648,87,本科批,北京,985/211/双一流,
北京交通大学,101组,历史,不限,609,1368,本科批,北京,211/双一流,
北京交通大学,161组(国家专项),历史,不限,595,2663,本科批,北京,211/双一流,
北京科技大学,101组,历史,不限,604,1819,本科批,北京,985/211/双一流,
北京化工大学,101组,历史,不限,599,2233,本科批,北京,211/双一流,
北京邮电大学,101组,历史,不限,609,1395,本科批,北京,211/双一流,
中国农业大学,101组,历史,不限,610,1315,本科批,北京,985/211/双一流,
中国农业大学,102组,历史,不限,583,4268,本科批,北京,985/211/双一流,
中国农业大学,103组,历史,不限,603,1933,本科批,北京,985/211/双一流,
北京林业大学,101组,历史,不限,602,2003,本科批,北京,211/双一流,
北京林业大学,102组,历史,不限,607,1525,本科批,北京,211/双一流,
北京中医药大学,101组,历史,不限,600,2111,本科批,北京,双一流,
北京语言大学,102组,历史,不限,589,3441,本科批,北京,211/双一流,
北京语言大学,103组,历史,不限,553,11667,本科批,北京,211/双一流,
中国传媒大学,102组,历史,不限,604,1789,本科批,北京,211/双一流,
中国传媒大学,161组(国家专项),历史,不限,594,2871,本科批,北京,211/双一流,
中央财经大学,101组,历史,不限,615,1026,本科批,北京,211/双一流,
中央财经大学,102组,历史,不限,605,1744,本科批,北京,211/双一流,
中央财经大学,161组(国家专项),历史,不限,601,2074,本科批,北京,211/双一流,
对外经济贸易大学,101组,历史,不限,619,839,本科批,北京,985/211/双一流,
对外经济贸易大学,161组(国家专项),历史,不限,599,2203,本科批,北京,985/211/双一流,
对外经济贸易大学,162组(国家专项),历史,不限,599,2271,本科批,北京,985/211/双一流,
中国政法大学,102组,历史,不限,626,517,本科批,北京,211/双一流,
中国政法大学,161组(国家专项),历史,不限,613,1117,本科批,北京,211/双一流,
中国政法大学,162组(国家专项),历史,不限,608,1459,本科批,北京,211/双一流,
中国矿业大学(北京),101组,历史,不限,593,2968,本科批,北京,211/双一流,
中国石油大学(北京),101组,历史,不限,599,2313,本科批,北京,985/211/双一流,
中国石油大学(北京),102组,历史,不限,598,2414,本科批,北京,985/211/双一流,
中国地质大学(北京),101组,历史,不限,594,2848,本科批,北京,211/双一流,
北京航空航天大学,101组,历史,不限,627,471,本科批,北京,985/211/双一流,
北京理工大学,101组,历史,不限,619,825,本科批,北京,985/211/双一流,
北京第二外国语学院,101组,历史,不限,577,5421,本科批,北京,双一流,
北京外国语大学,102组,历史,不限,609,1391,本科批,北京,985/211/双一流,
北京外国语大学,103组,历史,不限,601,2094,本科批,北京,985/211/双一流,
北京外国语大学,104组,历史,不限,609,1435,本科批,北京,985/211/双一流,
北京外国语大学,161组(国家专项),历史,不限,595,2749,本科批,北京,985/211/双一流,
北京外国语大学,162组(国家专项),历史,不限,603,1930,本科批,北京,985/211/双一流,
中国社会科学院大学,101组,历史,不限,607,1591,本科批,北京,双一流,
中国社会科学院大学,102组,历史,不限,605,1674,本科批,北京,双一流,
中国社会科学院大学,161组(国家专项),历史,不限,604,1792,本科批,北京,双一流,
中国社会科学院大学,162组(国家专项),历史,不限,603,1940,本科批,北京,双一流,
南开大学,102组,历史,不限,630,413,本科批,天津,985/211/双一流,
南开大学,161组(国家专项),历史,不限,621,765,本科批,天津,985/211/双一流,
天津大学,101组,历史,不限,615,1061,本科批,天津,985/211/双一流,
天津大学,161组(国家专项),历史,不限,609,1378,本科批,天津,985/211/双一流,
天津财经大学,101组,历史,不限,575,5772,本科批,天津,双一流,
天津财经大学,161组(国家专项),历史,不限,555,10884,本科批,天津,双一流,
石家庄铁道大学,101组,历史,不限,566,7758,本科批,石家庄,普通本科,
石家庄铁道大学,102组,历史,不限,569,6984,本科批,石家庄,普通本科,
石家庄铁道大学,103组,历史,不限,564,8191,本科批,石家庄,普通本科,
华北电力大学(保定),101组,历史,不限,590,3383,本科批,保定,985/211/双一流,
燕山大学,101组,历史,不限,569,7164,本科批,秦皇岛,211/双一流,
东北大学秦皇岛分校,101组,历史,不限,599,2236,本科批,秦皇岛,985/211/双一流,
东北财经大学,101组,历史,不限,589,3440,本科批,大连,211/双一流,
东北财经大学,102组,历史,不限,575,5808,本科批,大连,211/双一流,
东北财经大学,103组,历史,不限,564,8312,本科批,大连,211/双一流,
东北财经大学,104组,历史,不限,571,6624,本科批,大连,211/双一流,
东北财经大学,105组,历史,不限,548,13353,本科批,大连,211/双一流,
东北财经大学,161组(国家专项),历史,不限,570,6842,本科批,大连,211/双一流,
东北大学,101组,历史,不限,603,1856,本科批,沈阳,985/211/双一流,
辽宁大学,101组,历史,不限,579,5000,本科批,沈阳,211/双一流,
辽宁大学,102组,历史,不限,582,4433,本科批,沈阳,211/双一流,
辽宁大学,103组,历史,不限,570,6803,本科批,沈阳,211/双一流,
辽宁大学,104组,历史,不限,569,7184,本科批,沈阳,211/双一流,
辽宁大学,105组,历史,不限,576,5624,本科批,沈阳,211/双一流,
辽宁大学,106组,历史,不限,564,8219,本科批,沈阳,211/双一流,
辽宁大学,107组,历史,不限,571,6616,本科批,沈阳,211/双一流,
辽宁大学,108组,历史,不限,580,4804,本科批,沈阳,211/双一流,
辽宁大学,109组,历史,不限,572,6452,本科批,沈阳,211/双一流,
辽宁大学,10组,历史,不限,568,7333,本科批,沈阳,211/双一流,
辽宁大学,10组,历史,不限,590,3352,本科批,沈阳,211/双一流,
辽宁大学,161组(国家专项),历史,不限,575,5816,本科批,沈阳,211/双一流,
辽宁大学,162组(国家专项),历史,不限,574,5951,本科批,沈阳,211/双一流,
吉林大学,102组,历史,不限,609,1442,本科批,长春,985/211/双一流,
吉林大学,103组,历史,不限,626,530,本科批,长春,985/211/双一流,
吉林大学,104组,历史,不限,610,1321,本科批,长春,985/211/双一流,
吉林大学,161组(国家专项),历史,不限,616,1002,本科批,长春,985/211/双一流,
吉林大学,162组(国家专项),历史,不限,600,2119,本科批,长春,985/211/双一流,
延边大学,101组,历史,不限,571,6699,本科批,延吉,211/双一流,
长春理工大学,101组,历史,不限,538,16953,本科批,长春,211/双一流,
长春理工大学,102组,历史,不限,543,14895,本科批,长春,211/双一流,
哈尔滨工业大学,101组,历史,不限,617,954,本科批,哈尔滨,985/211/双一流,
哈尔滨工程大学,101组,历史,不限,584,4110,本科批,哈尔滨,985/211/双一流,
哈尔滨工程大学,102组,历史,不限,587,3714,本科批,哈尔滨,985/211/双一流,
哈尔滨工程大学,103组,历史,不限,588,3562,本科批,哈尔滨,985/211/双一流,
东北农业大学,101组,历史,不限,576,5580,本科批,哈尔滨,211/双一流,
哈尔滨医科大学,101组,历史,不限,560,9321,本科批,哈尔滨,211/双一流,
哈尔滨医科大学,102组,历史,不限,571,6537,本科批,哈尔滨,211/双一流,
哈尔滨医科大学,103组,历史,不限,542,15337,本科批,哈尔滨,211/双一流,
东北石油大学,101组,历史,不限,528,21501,本科批,大庆,双一流,
东北林业大学,101组,历史,不限,577,5322,本科批,哈尔滨,211/双一流,
东北林业大学,102组,历史,不限,579,5010,本科批,哈尔滨,211/双一流,
黑龙江中医药大学,101组,历史,含化学,563,8455,本科批,哈尔滨,双一流,
黑龙江中医药大学,102组,历史,含化学,516,28194,本科批,哈尔滨,双一流,
复旦大学,101组,历史,不限,646,107,本科批,上海,985/211/双一流,
复旦大学,161组(国家专项),历史,不限,645,124,本科批,上海,985/211/双一流,
同济大学,102组,历史,不限,631,374,本科批,上海,985/211/双一流,
上海交通大学,102组,历史,不限,653,51,本科批,上海,985/211/双一流,
上海交通大学,161组(国家专项),历史,不限,637,256,本科批,上海,985/211/双一流,
华东理工大学,101组,历史,不限,596,2651,本科批,上海,985/211/双一流,
华东理工大学,161组(国家专项),历史,不限,595,2756,本科批,上海,985/211/双一流,
东华大学,101组,历史,不限,601,2036,本科批,上海,211/双一流,
东华大学,161组(国家专项),历史,不限,594,2880,本科批,上海,211/双一流,
上海外国语大学,102组,历史,不限,607,1548,本科批,上海,211/双一流,
上海外国语大学,161组(国家专项),历史,不限,602,1983,本科批,上海,211/双一流,
上海外国语大学,162组(国家专项),历史,不限,598,2345,本科批,上海,211/双一流,
上海财经大学,101组,历史,不限,615,1054,本科批,上海,211/双一流,
上海财经大学,102组,历史,不限,620,781,本科批,上海,211/双一流,
华东政法大学,102组,历史,不限,607,1587,本科批,上海,双一流,
华东政法大学,161组(国家专项),历史,不限,588,3513,本科批,上海,双一流,
上海大学,101组,历史,不限,603,1868,本科批,上海,211/双一流,
上海大学,102组,历史,不限,593,2899,本科批,上海,211/双一流,
上海大学,103组,历史,不限,586,3879,本科批,上海,211/双一流,
上海对外经贸大学,101组,历史,不限,593,3003,本科批,上海,双一流,
上海对外经贸大学,102组,历史,不限,578,5275,本科批,上海,双一流,
上海理工大学,101组,历史,不限,575,5785,本科批,上海,双一流,
复旦大学医学院,101组,历史,不限,593,2891,本科批,上海,985/211/双一流,
中国人民大学(苏州校区),102组,历史,不限,613,1146,本科批,苏州,985/211/双一流,
南京大学,101组,历史,不限,642,161,本科批,南京,985/211/双一流,
南京大学,161组(国家专项),历史,不限,627,482,本科批,南京,985/211/双一流,
东南大学,101组,历史,不限,625,574,本科批,南京,985/211/双一流,
中国矿业大学,101组,历史,不限,596,2560,本科批,徐州,211/双一流,
河海大学,101组,历史,不限,596,2619,本科批,南京,985/211/双一流,
河海大学,102组,历史,不限,599,2277,本科批,南京,985/211/双一流,
中国药科大学,101组,历史,含化学,594,2856,本科批,南京,211/双一流,
南京理工大学,101组,历史,不限,596,2624,本科批,南京,985/211/双一流,
南京理工大学,102组,历史,不限,598,2342,本科批,南京,985/211/双一流,
南京航空航天大学,101组,历史,不限,598,2390,本科批,南京,985/211/双一流,
苏州大学,101组,历史,不限,612,1211,本科批,苏州,211/双一流,
苏州大学,102组,历史,不限,609,1385,本科批,苏州,211/双一流,
苏州大学,103组,历史,不限,611,1272,本科批,苏州,211/双一流,
苏州大学,161组(国家专项),历史,不限,597,2455,本科批,苏州,211/双一流,
南京信息工程大学,101组,历史,不限,582,4414,本科批,南京,双一流,
南京信息工程大学,102组,历史,不限,585,4031,本科批,南京,双一流,
江南大学,101组,历史,不限,606,1648,本科批,无锡,211/双一流,
江南大学,102组,历史,不限,607,1567,本科批,无锡,211/双一流,
江南大学,103组,历史,不限,604,1837,本科批,无锡,211/双一流,
江南大学,104组,历史,不限,605,1710,本科批,无锡,211/双一流,
江苏大学,101组,历史,不限,582,4569,本科批,镇江,211/双一流,
扬州大学,101组,历史,不限,578,5189,本科批,扬州,211/双一流,
扬州大学,102组,历史,不限,588,3563,本科批,扬州,211/双一流,
扬州大学,161组(国家专项),历史,不限,574,5996,本科批,扬州,211/双一流,
江苏科技大学,101组,历史,不限,574,5978,本科批,镇江,211/双一流,
西交利物浦大学,101组,历史,不限,562,8749,本科批,西安,双一流,
浙江大学,101组,历史,不限,642,153,本科批,杭州,985/211/双一流,
宁波大学,101组,历史,不限,603,1936,本科批,宁波,双一流,
宁波大学,102组,历史,不限,562,8687,本科批,宁波,双一流,
浙江工业大学,101组,历史,不限,576,5647,本科批,杭州,双一流,
浙江理工大学,101组,历史,不限,575,5712,本科批,杭州,双一流,
浙江工商大学,101组,历史,不限,588,3583,本科批,杭州,双一流,
宁波诺丁汉大学,101组,历史,不限,566,7816,本科批,宁波,双一流,
宁波诺丁汉大学,102组,历史,不限,577,5449,本科批,宁波,双一流,
合肥工业大学,101组,历史,不限,598,2370,本科批,合肥,211/双一流,
安徽大学,101组,历史,不限,592,3050,本科批,合肥,211/双一流,
合肥工业大学(宣城校区),101组,历史,不限,583,4246,本科批,宣城,211/双一流,
合肥工业大学(宣城校区),102组,历史,不限,585,4016,本科批,宣城,211/双一流,
厦门大学,101组,历史,不限,626,535,本科批,厦门,985/211/双一流,
厦门大学,102组,历史,不限,624,594,本科批,厦门,985/211/双一流,
厦门大学,161组(国家专项),历史,不限,623,653,本科批,厦门,985/211/双一流,
福州大学,101组,历史,不限,606,1635,本科批,福州,211/双一流,
厦门大学(马来西亚分校),101组,历史,不限,600,2197,本科批,厦门,985/211/双一流,
山东大学,101组,历史,不限,614,1113,本科批,济南,985/211/双一流,
山东大学,102组,历史,不限,614,1095,本科批,济南,985/211/双一流,
山东大学,161组(国家专项),历史,不限,601,2093,本科批,济南,985/211/双一流,
中国海洋大学,101组,历史,不限,605,1682,本科批,青岛,985/211/双一流,
中国海洋大学,102组,历史,不限,605,1685,本科批,青岛,985/211/双一流,
中国海洋大学,103组,历史,不限,606,1641,本科批,青岛,985/211/双一流,
中国石油大学(华东),101组,历史,不限,596,2640,本科批,青岛,985/211/双一流,
山东大学威海分校,101组,历史,不限,612,1169,本科批,威海,985/211/双一流,
山东大学威海分校,102组,历史,不限,609,1424,本科批,威海,985/211/双一流,
山东大学威海分校,161组(国家专项),历史,不限,600,2162,本科批,威海,985/211/双一流,
北京交通大学(威海校区),101组,历史,不限,573,6145,本科批,威海,985/211/双一流,
郑州大学,101组,历史,不限,594,2824,本科批,郑州,985/211/双一流,
郑州大学,102组,历史,不限,593,2901,本科批,郑州,985/211/双一流,
河南大学,101组,历史,不限,579,5060,本科批,开封,211/双一流,
河南大学,102组,历史,不限,545,14185,本科批,开封,211/双一流,
河南大学,103组,历史,不限,584,4183,本科批,开封,211/双一流,
华中农业大学,101组,历史,不限,593,2905,本科批,武汉,985/211/双一流,
华中农业大学,102组,历史,不限,577,5347,本科批,武汉,985/211/双一流,
武汉大学,102组,历史,不限,635,312,本科批,武汉,985/211/双一流,
武汉大学,103组,历史,不限,633,343,本科批,武汉,985/211/双一流,
武汉大学,161组(国家专项),历史,不限,625,551,本科批,武汉,985/211/双一流,
中南财经政法大学,102组,历史,不限,613,1131,本科批,武汉,211/双一流,
中南财经政法大学,103组,历史,不限,546,13830,本科批,武汉,211/双一流,
中南财经政法大学,161组(国家专项),历史,不限,602,1967,本科批,武汉,211/双一流,
中南财经政法大学,162组(国家专项),历史,不限,598,2415,本科批,武汉,211/双一流,
华中科技大学,101组,历史,不限,615,1024,本科批,武汉,985/211/双一流,
武汉理工大学,101组,历史,不限,596,2621,本科批,武汉,211/双一流,
武汉理工大学,102组,历史,不限,592,3011,本科批,武汉,211/双一流,
武汉理工大学,103组,历史,不限,598,2407,本科批,武汉,211/双一流,
中国地质大学(武汉),101组,历史,不限,595,2687,本科批,武汉,211/双一流,
武汉科技大学,101组,历史,不限,575,5803,本科批,武汉,211/双一流,
湖南大学,102组,历史,不限,615,1015,本科批,长沙,985/211/双一流,
湖南大学,103组(广播组),历史,不限,603,1887,本科批,长沙,985/211/双一流,
湖南大学,161组(国家专项),历史,不限,602,1971,本科批,长沙,985/211/双一流,
中南大学,101组,历史,不限,614,1097,本科批,长沙,985/211/双一流,
中南大学,161组(国家专项),历史,不限,606,1597,本科批,长沙,985/211/双一流,
湘潭大学,101组,历史,不限,579,5044,本科批,湘潭,211/双一流,
湘潭大学,102组,历史,不限,586,3803,本科批,湘潭,211/双一流,
中山大学,101组,历史,不限,628,444,本科批,广州,985/211/双一流,
中山大学,102组,历史,不限,628,465,本科批,广州,985/211/双一流,
中山大学,161组(国家专项),历史,不限,620,803,本科批,广州,985/211/双一流,
华南理工大学,101组,历史,不限,613,1127,本科批,广州,985/211/双一流,
暨南大学,101组,历史,不限,608,1445,本科批,广州,985/211/双一流,
暨南大学,161组(国家专项),历史,不限,597,2533,本科批,广州,985/211/双一流,
广州中医药大学,101组,历史,含化学,583,4353,本科批,广州,双一流,
广州中医药大学,102组,历史,含化学,576,5612,本科批,广州,双一流,
汕头大学,101组,历史,不限,580,4901,本科批,汕头,双一流,
广东外语外贸大学,101组,历史,不限,586,3874,本科批,广州,211/双一流,
深圳大学,101组,历史,不限,604,1749,本科批,深圳,双一流,
南方医科大学,101组,历史,不限,588,3649,本科批,广州,211/双一流,
哈尔滨工业大学(深圳),101组,历史,不限,617,923,本科批,深圳,985/211/双一流,
广西大学,101组,历史,不限,581,4599,本科批,南宁,211/双一流,
海南大学,101组,历史,不限,588,3592,本科批,海口,211/双一流,
海南大学,102组,历史,不限,557,10233,本科批,海口,211/双一流,
海南大学,103组,历史,不限,587,3700,本科批,海口,211/双一流,
海南大学,104组,历史,不限,591,3232,本科批,海口,211/双一流,
海南大学,105组,历史,不限,587,3777,本科批,海口,211/双一流,
海南大学,106组,历史,不限,564,8207,本科批,海口,211/双一流,
重庆大学,101组,历史,不限,617,959,本科批,重庆,985/211/双一流,
重庆大学,161组(国家专项),历史,不限,595,2673,本科批,重庆,985/211/双一流,
西南政法大学,102组,历史,不限,609,1432,本科批,重庆,双一流,
西南政法大学,103组,历史,不限,607,1574,本科批,重庆,双一流,
西南交通大学,101组,历史,不限,597,2443,本科批,成都,985/211/双一流,
西南交通大学,102组,历史,不限,599,2264,本科批,成都,985/211/双一流,
西南交通大学,161组(国家专项),历史,不限,590,3335,本科批,成都,985/211/双一流,
电子科技大学,101组,历史,不限,609,1426,本科批,成都,985/211/双一流,
西南财经大学,101组,历史,不限,607,1566,本科批,成都,211/双一流,
西南财经大学,161组(国家专项),历史,不限,594,2764,本科批,成都,211/双一流,
四川大学,101组,历史,不限,617,922,本科批,成都,985/211/双一流,
四川大学,161组(国家专项),历史,不限,609,1431,本科批,成都,985/211/双一流,
贵州大学,101组,历史,不限,579,4955,本科批,贵阳,211/双一流,
贵州大学,102组,历史,不限,585,4065,本科批,贵阳,211/双一流,
云南大学,101组,历史,不限,581,4735,本科批,昆明,211/双一流,
云南大学,102组,历史,不限,596,2602,本科批,昆明,211/双一流,
西北农林科技大学,101组,历史,不限,600,2136,本科批,杨凌,985/211/双一流,
西安交通大学,102组,历史,不限,619,860,本科批,西安,985/211/双一流,
西安交通大学,161组(国家专项),历史,不限,616,983,本科批,西安,985/211/双一流,
