院校名称,专业组,首选科目,再选要求,投档最低分,最低位次,批次,城市,院校层次,代表专业
陕西国际商贸学院,502组,物理,不限,429,172066,本科批,咸阳,普通本科,
兰州博文科技学院,501组,物理,不限,447,151147,本科批,兰州,普通本科,
兰州博文科技学院,502组,物理,不限,445,153707,本科批,兰州,普通本科,
宁夏大学新华学院,501组,物理,不限,452,145621,本科批,银川,普通本科,
宁夏理工学院,501组,物理,不限,452,145376,本科批,石嘴山,普通本科,
新疆科技学院,501组,物理,不限,465,129856,本科批,石河子,普通本科,
新疆科技学院,502组,物理,不限,462,133008,本科批,石河子,普通本科,
新疆科技学院,503组,物理,不限,463,131836,本科批,石河子,普通本科,
新疆科技学院,504组,物理,不限,462,133891,本科批,石河子,普通本科,
新疆科技学院,505组,物理,不限,462,133262,本科批,石河子,普通本科,
武汉大学,501组(医护类),物理,不限,599,9043,本科批,武汉,985/211/双一流,
武汉大学,502组(医护类),物理,不限,584,15069,本科批,武汉,985/211/双一流,
武汉大学,503组(医护类),物理,不限,612,5442,本科批,武汉,985/211/双一流,
武汉大学,501组(中外合作),物理,不限,583,15288,本科批,武汉,985/211/双一流,
东南大学,501组,物理,不限,613,5411,本科批,南京,985/211/双一流,
华中科技大学,503组,物理,不限,586,14278,本科批,武汉,985/211/双一流,
华中科技大学,504组(法医组),物理,不限,603,7905,本科批,武汉,985/211/双一流,
河北金融学院,501组,物理,不限,483,105710,本科批,石家庄,普通本科,
河北金融学院,502组,物理,不限,480,109010,本科批,石家庄,普通本科,
河北金融学院,503组,物理,不限,473,118394,本科批,石家庄,普通本科,
河北金融学院,504组,物理,不限,489,98353,本科批,石家庄,普通本科,
吕梁学院,501组,物理,不限,482,107571,本科批,吕梁,普通本科,
吕梁学院,502组,物理,不限,471,121599,本科批,吕梁,普通本科,
吕梁学院,503组,物理,不限,464,130179,本科批,吕梁,普通本科,
吕梁学院,504组,物理,不限,467,126632,本科批,吕梁,普通本科,
集宁师范学院,501组,物理,不限,466,128143,本科批,乌兰察布,普通本科,
长春汽车职业技术大学,501组,物理,不限,472,120234,本科批,长春,专科,
吉林工商学院,501组,物理,不限,467,126386,本科批,长春,普通本科,
吉林工商学院,502组,物理,不限,471,122008,本科批,长春,普通本科,
哈尔滨金融学院,501组,物理,不限,470,122198,本科批,哈尔滨,普通本科,
哈尔滨金融学院,502组,物理,不限,475,116120,本科批,哈尔滨,普通本科,
哈尔滨金融学院,503组,物理,不限,498,85645,本科批,哈尔滨,普通本科,
黑龙江工业学院,501组,物理,不限,470,122771,本科批,鸡西,普通本科,
黑龙江工业学院,502组,物理,不限,469,123897,本科批,鸡西,普通本科,
上海健康医学院,501组,物理,不限,562,26921,本科批,上海,普通本科,
上海健康医学院,502组,物理,不限,525,56621,本科批,上海,普通本科,
上海健康医学院,503组,物理,不限,519,61898,本科批,上海,普通本科,
上海健康医学院,561组(国家专项),物理,不限,518,63338,本科批,上海,普通本科,
浙江水利水电学院,501组,物理,不限,514,67208,本科批,杭州,普通本科,
浙江水利水电学院,502组,物理,不限,515,66677,本科批,杭州,普通本科,
浙江水利水电学院,503组,物理,不限,520,60976,本科批,杭州,普通本科,
浙江水利水电学院,504组,物理,不限,523,57626,本科批,杭州,普通本科,
浙江水利水电学院,505组,物理,不限,523,58618,本科批,杭州,普通本科,
杭州医学院,501组,物理,不限,508,74468,本科批,杭州,普通本科,
杭州医学院,502组,物理,不限,501,82306,本科批,杭州,普通本科,
池州学院,501组,物理,不限,482,107071,本科批,池州,普通本科,
池州学院,502组,物理,不限,493,92490,本科批,池州,普通本科,
宁德师范学院,501组,物理,不限,491,94954,本科批,宁德,普通本科,
宁德师范学院,502组,物理,不限,490,96079,本科批,宁德,普通本科,
宁德师范学院,503组,物理,不限,476,115114,本科批,宁德,普通本科,
福建商学院,501组,物理,不限,488,99622,本科批,福州,普通本科,
福建商学院,502组,物理,不限,502,81424,本科批,福州,普通本科,
福建商学院,51组(预科班),物理,不限,454,143772,本科批,福州,普通本科,
厦门医学院,501组,物理,不限,517,64042,本科批,厦门,普通本科,
厦门医学院,502组,物理,不限,527,54153,本科批,厦门,普通本科,
厦门医学院,503组,物理,不限,498,86091,本科批,厦门,普通本科,
郑州工程技术学院,501组,物理,不限,492,93262,本科批,郑州,普通本科,
郑州工程技术学院,502组,物理,不限,487,99657,本科批,郑州,普通本科,
河南工学院,501组,物理,不限,473,118678,本科批,新乡,普通本科,
河南工学院,502组,物理,不限,500,83528,本科批,新乡,普通本科,
河南财政金融学院,501组,物理,不限,500,84292,本科批,郑州,普通本科,
河南财政金融学院,502组,物理,不限,513,68510,本科批,郑州,普通本科,
武汉商学院,501组,物理,不限,500,83956,本科批,武汉,普通本科,
武汉商学院,502组,物理,不限,486,102062,本科批,武汉,普通本科,
武汉商学院,503组,物理,不限,518,62937,本科批,武汉,普通本科,
湖南财政经济学院,501组,物理,不限,508,74535,本科批,长沙,普通本科,
湖南财政经济学院,502组,物理,不限,525,55956,本科批,长沙,普通本科,
湖南医药学院,501组,物理,不限,514,67358,本科批,衡阳,普通本科,
湖南医药学院,502组,物理,不限,503,80257,本科批,衡阳,普通本科,
湖南医药学院,503组,物理,不限,554,31907,本科批,衡阳,普通本科,
湖南医药学院,504组,物理,不限,502,81051,本科批,衡阳,普通本科,
湖南医药学院,505组,物理,不限,505,77742,本科批,衡阳,普通本科,
广州航海学院,502组,物理,不限,527,54384,本科批,广州,普通本科,
桂林航天工业学院,501组,物理,不限,492,94425,本科批,桂林,普通本科,
桂林航天工业学院,502组,物理,不限,514,67574,本科批,桂林,普通本科,
桂林航天工业学院,503组,物理,不限,498,85753,本科批,桂林,普通本科,
桂林旅游学院,501组,物理,不限,444,155154,本科批,桂林,普通本科,
桂林旅游学院,502组,物理,不限,445,153545,本科批,桂林,普通本科,
桂林旅游学院,503组,物理,不限,429,172066,本科批,桂林,普通本科,
桂林师范学院,501组,物理,不限,473,118229,本科批,桂林,普通本科,
广西科技师范学院,501组,物理,不限,470,123227,本科批,来宾,普通本科,
广西科技师范学院,502组,物理,不限,490,95857,本科批,来宾,普通本科,
广西科技师范学院,503组,物理,不限,467,127095,本科批,来宾,普通本科,
琼台师范学院,501组,物理,不限,467,127046,本科批,海口,普通本科,
琼台师范学院,502组,物理,不限,429,172066,本科批,海口,普通本科,
琼台师范学院,503组,物理,不限,486,101738,本科批,海口,普通本科,
成都工业学院,501组,物理,不限,516,65843,本科批,成都,普通本科,
成都工业学院,502组,物理,不限,523,58502,本科批,成都,普通本科,
成都工业学院,503组,物理,不限,461,134168,本科批,成都,普通本科,
成都工业学院,505组,物理,不限,527,54129,本科批,成都,普通本科,
成都工业学院,506组,物理,不限,522,59077,本科批,成都,普通本科,
成都工业学院,507组,物理,不限,519,61774,本科批,成都,普通本科,
成都工业学院,508组,物理,不限,524,56805,本科批,成都,普通本科,
成都工业学院,509组,物理,不限,519,62557,本科批,成都,普通本科,
成都工业学院,50组,物理,不限,504,79070,本科批,成都,普通本科,
四川旅游学院,501组,物理,不限,491,94513,本科批,成都,普通本科,
四川旅游学院,502组,物理,不限,468,125873,本科批,成都,普通本科,
四川旅游学院,503组,物理,不限,491,95345,本科批,成都,普通本科,
西安航空学院,501组,物理,不限,539,43378,本科批,西安,普通本科,
西安航空学院,502组(航空工程组),物理,不限,529,52124,本科批,西安,普通本科,
西安航空学院,503组(机械制造工程组),物理,不限,507,75831,本科批,西安,普通本科,
西安航空学院,504组(电子信息工程组),物理,不限,516,66010,本科批,西安,普通本科,
西安航空学院,505组,物理,不限,488,99642,本科批,西安,普通本科,
西安航空学院,506组,物理,不限,477,113592,本科批,西安,普通本科,
西安航空学院,507组,物理,不限,462,132807,本科批,西安,普通本科,
朝阳师范学院,501组,物理,不限,469,124243,本科批,朝阳,普通本科,
朝阳师范学院,502组,物理,不限,486,101098,本科批,朝阳,普通本科,
辽宁理工职业大学,501组,物理,不限,429,172066,本科批,沈阳,专科,
辽宁理工职业大学,502组,物理,不限,429,172066,本科批,沈阳,专科,
柳州职业技术大学,501组,物理,不限,470,122903,本科批,柳州,专科,
新疆和田学院,501组,物理,不限,465,128962,本科批,和田,普通本科,
新疆和田学院,502组,物理,不限,464,130213,本科批,和田,普通本科,
新疆和田学院,503组,物理,不限,463,132443,本科批,和田,普通本科,
吉利学院,501组,物理,不限,455,142428,本科批,成都,普通本科,
民政职业大学,501组,物理,不限,492,93648,本科批,济南,专科,
天津中德应用技术大学,501组,物理,不限,500,84101,本科批,天津,普通本科,
天津中德应用技术大学,502组,物理,不限,512,70134,本科批,天津,普通本科,
河北环境工程学院,501组,物理,不限,475,115537,本科批,秦皇岛,普通本科,
河北环境工程学院,502组,物理,不限,468,125361,本科批,秦皇岛,普通本科,
河北石油职业技术大学,501组,物理,不限,471,121517,本科批,保定,普通本科,
河北外国语学院,501组,物理,不限,445,154505,本科批,石家庄,普通本科,
河北外国语学院,502组,物理,不限,429,172066,本科批,石家庄,普通本科,
山西工学院,501组,物理,不限,497,87795,本科批,太原,普通本科,
山西工学院,502组,物理,不限,504,78330,本科批,太原,普通本科,
运城职业技术大学,501组,物理,不限,453,144719,本科批,运城,普通本科,
长春职业技术大学,501组,物理,不限,471,121067,本科批,长春,专科,
长春职业技术大学,502组,物理,不限,464,130833,本科批,长春,专科,
吉林铁道职业技术大学,501组,物理,不限,503,80029,本科批,吉林,专科,
哈尔滨信息工程学院,501组,物理,不限,429,172066,本科批,哈尔滨,普通本科,
哈尔滨信息工程学院,502组,物理,不限,429,172066,本科批,哈尔滨,普通本科,
上海中侨职业技术大学,501组,物理,不限,429,172066,本科批,上海,专科,
南通理工学院,501组,物理,不限,439,161292,本科批,南通,普通本科,
南京特殊教育师范学院,501组,物理,不限,484,104805,本科批,南京,普通本科,
南京特殊教育师范学院,502组,物理,不限,491,95472,本科批,南京,普通本科,
南京工业职业技术大学,501组,物理,不限,528,52888,本科批,南京,普通本科,
金华职业技术大学,501组,物理,不限,486,101564,本科批,金华,专科,
浙江广厦建设职业技术大学,501组,物理,不限,429,172066,本科批,金华,专科,
浙江机电职业技术大学,501组,物理,不限,505,77869,本科批,杭州,专科,
福州理工学院,501组,物理,不限,429,172066,本科批,福州,普通本科,
福州理工学院,502组,物理,不限,429,172066,本科批,福州,普通本科,
福州理工学院,503组,物理,不限,429,172066,本科批,福州,普通本科,
福建江夏学院,501组,物理,不限,498,86864,本科批,福州,普通本科,
福建江夏学院,502组,物理,不限,510,72153,本科批,福州,普通本科,
闽南理工学院,501组,物理,不限,445,154484,本科批,泉州,普通本科,
闽南理工学院,502组,物理,不限,455,142345,本科批,泉州,普通本科,
泉州职业技术大学,501组,物理,不限,434,165893,本科批,泉州,普通本科,
泉州信息工程学院,501组,物理,不限,438,162126,本科批,泉州,普通本科,
泉州信息工程学院,502组,物理,不限,437,162839,本科批,泉州,普通本科,
泉州信息工程学院,503组,物理,不限,467,127121,本科批,泉州,普通本科,
泉州信息工程学院,504组,物理,不限,429,172066,本科批,泉州,普通本科,
福州外语外贸学院,501组,物理,不限,429,172066,本科批,福州,普通本科,
福州外语外贸学院,502组,物理,不限,429,172066,本科批,福州,普通本科,
厦门华厦学院,501组,物理,不限,440,159554,本科批,厦门,普通本科,
厦门华厦学院,502组,物理,不限,438,161615,本科批,厦门,普通本科,
青岛恒星科技学院,501组,物理,不限,455,142118,本科批,青岛,普通本科,
齐鲁医药学院,501组,物理,不限,459,137546,本科批,潍坊,普通本科,
齐鲁医药学院,502组,物理,不限,461,134862,本科批,潍坊,普通本科,
齐鲁医药学院,503组,物理,不限,471,121419,本科批,潍坊,普通本科,
齐鲁医药学院,504组,物理,不限,463,132404,本科批,潍坊,普通本科,
齐鲁医药学院,505组,物理,不限,471,121739,本科批,潍坊,普通本科,
齐鲁医药学院,506组,物理,不限,470,123137,本科批,潍坊,普通本科,
齐鲁医药学院,507组,物理,不限,482,106380,本科批,潍坊,普通本科,
齐鲁医药学院,508组,物理,不限,465,129676,本科批,潍坊,普通本科,
郑州升达经贸管理学院,501组,物理,不限,456,140432,本科批,郑州,普通本科,
河南牧业经济学院,501组,物理,不限,492,94295,本科批,郑州,普通本科,
武汉职业技术大学,501组,物理,不限,488,98984,本科批,武汉,专科,
广东轻工职业技术大学,501组,物理,不限,502,81607,本科批,广州,专科,
深圳职业技术大学,501组,物理,不限,563,26209,本科批,深圳,专科,
广东工商职业技术大学,501组,物理,不限,429,172066,本科批,广州,普通本科,
广东理工学院,501组,物理,不限,442,157691,本科批,肇庆,普通本科,
广东理工学院,502组,物理,不限,458,138597,本科批,肇庆,普通本科,
广东东软学院,501组,物理,不限,454,143715,本科批,广州,普通本科,
肇庆医学院,501组,物理,不限,486,102063,本科批,肇庆,普通本科,
南宁学院,501组,物理,不限,441,158208,本科批,南宁,普通本科,
南宁学院,502组,物理,不限,445,153913,本科批,南宁,普通本科,
海口经济学院,501组,物理,不限,429,172066,本科批,海口,普通本科,
海口经济学院,502组,物理,不限,429,172066,本科批,海口,普通本科,
海口经济学院,503组,物理,不限,429,172066,本科批,海口,普通本科,
海南科技职业大学,502组,物理,不限,429,172066,本科批,海口,普通本科,
海南科技职业大学,503组,物理,不限,429,172066,本科批,海口,普通本科,
重庆电子科技职业大学,501组,物理,不限,494,91131,本科批,重庆,专科,
四川工程职业技术大学,501组,物理,不限,474,117496,本科批,德阳,普通本科,
四川工程职业技术大学,502组,物理,不限,474,117130,本科批,德阳,普通本科,
四川工业科技学院,501组,物理,不限,446,153045,本科批,德阳,普通本科,
四川工业科技学院,502组,物理,不限,452,145579,本科批,德阳,普通本科,
六盘水师范学院,501组,物理,不限,491,94938,本科批,六盘水,普通本科,
六盘水师范学院,502组,物理,不限,489,98148,本科批,六盘水,普通本科,
云南工商学院,501组,物理,不限,448,150488,本科批,昆明,普通本科,
云南经济管理学院,501组,物理,不限,460,135773,本科批,昆明,普通本科,
云南经济管理学院,502组,物理,不限,457,139410,本科批,昆明,普通本科,
西安思源学院,501组,物理,不限,429,172066,本科批,西安,普通本科,
西安思源学院,502组,物理,不限,429,172066,本科批,西安,普通本科,
西安思源学院,503组,物理,不限,446,152314,本科批,西安,普通本科,
陕西服装工程学院,501组,物理,不限,429,172066,本科批,咸阳,普通本科,
陕西服装工程学院,502组,物理,不限,429,172066,本科批,咸阳,普通本科,
新疆农业职业技术大学,501组,物理,不限,462,133399,本科批,石河子,专科,
湖北工程学院新技术学院,501组,物理,不限,467,127314,本科批,孝感,普通本科,
湖北工程学院新技术学院,502组,物理,不限,469,123948,本科批,孝感,普通本科,
重庆人文科技学院,501组,物理,不限,468,125215,本科批,重庆,普通本科,
西安信息职业大学,501组,物理,不限,429,172066,本科批,西安,普通本科,
西安欧亚学院,501组,物理,不限,429,172066,本科批,西安,普通本科,
西安欧亚学院,502组,物理,不限,429,172066,本科批,西安,普通本科,
西安交通工程学院,501组,物理,不限,441,158170,本科批,西安,普通本科,
西安交通工程学院,502组,物理,不限,436,163913,本科批,西安,普通本科,
西安交通工程学院,503组,物理,不限,444,155168,本科批,西安,普通本科,
甘肃林业职业技术大学,501组,物理,不限,460,135578,本科批,天水,专科,
兰州资源环境职业技术大学,501组,物理,不限,469,124714,本科批,兰州,专科,
中央美术学院,501组,物理,不限,548,36337,本科批,北京,双一流,
中国美术学院,501组,物理,不限,570,21984,本科批,杭州,双一流,
哈尔滨职业技术大学,501组,物理,不限,466,128180,本科批,哈尔滨,专科,
广西城市职业大学,501组,物理,不限,429,172066,本科批,南宁,专科,
辽宁传媒学院,501组,物理,不限,429,172066,本科批,沈阳,普通本科,
河北水利电力学院,501组,物理,不限,453,144470,本科批,保定,普通本科,
河北水利电力学院,502组,物理,不限,486,100986,本科批,保定,普通本科,
四川美术学院,501组,物理,不限,522,59248,本科批,重庆,双一流,
四川美术学院,502组,物理,不限,542,40908,本科批,重庆,双一流,
江西师范大学,508组,物理,不限,537,45164,本科批,南昌,双一流,
江西师范大学,509组,物理,不限,540,42994,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,529,51927,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,525,56494,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,511,70766,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,547,36720,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,549,35662,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,540,42928,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,537,45126,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,497,87662,本科批,南昌,双一流,
江西师范大学,50组,物理,不限,546,37855,本科批,南昌,双一流,
江西师范大学,561组(国家专项),物理,不限,527,54422,本科批,南昌,双一流,
江西师范大学,562组(国家专项),物理,不限,529,52075,本科批,南昌,双一流,
江西师范大学,563组(国家专项),物理,不限,504,78850,本科批,南昌,双一流,
江西师范大学,564组(国家专项),物理,不限,529,52664,本科批,南昌,双一流,
江西师范大学,565组(国家专项),物理,不限,532,49333,本科批,南昌,双一流,
江西师范大学,566组(国家专项),物理,不限,539,43855,本科批,南昌,双一流,
江西师范大学,571组(地方专项),物理,不限,531,50764,本科批,南昌,双一流,
江西师范大学,572组(地方专项),物理,不限,534,47664,本科批,南昌,双一流,
江西师范大学,573组(地方专项),物理,不限,507,75661,本科批,南昌,双一流,
江西师范大学,574组(地方专项),物理,不限,539,43759,本科批,南昌,双一流,
江西师范大学,575组(地方专项),物理,不限,543,39924,本科批,南昌,双一流,
江西师范大学,576组(地方专项),物理,不限,535,47126,本科批,南昌,双一流,
江西师范大学,581组(苏区专项),物理,不限,534,47534,本科批,南昌,双一流,
江西师范大学,582组(苏区专项),物理,不限,546,38054,本科批,南昌,双一流,
江西师范大学,583组(苏区专项),物理,不限,517,64626,本科批,南昌,双一流,
江西师范大学,584组(苏区专项),物理,不限,553,32816,本科批,南昌,双一流,
江西师范大学,585组(苏区专项),物理,不限,560,28158,本科批,南昌,双一流,
江西师范大学,586组(苏区专项),物理,不限,561,27145,本科批,南昌,双一流,
江西警察学院,504组,物理,不限,519,62452,本科批,南昌,普通本科,
江西警察学院,505组,物理,不限,500,84178,本科批,南昌,普通本科,
南昌大学,501组,物理,不限,586,14066,本科批,南昌,211/双一流,
南昌大学,502组,物理,不限,573,20254,本科批,南昌,211/双一流,
南昌大学,503组,物理,不限,578,17884,本科批,南昌,211/双一流,
南昌大学,504组,物理,不限,596,10298,本科批,南昌,211/双一流,
南昌大学,505组,物理,不限,578,17620,本科批,南昌,211/双一流,
南昌大学,506组,物理,不限,574,19726,本科批,南昌,211/双一流,
南昌大学,507组,物理,不限,581,16491,本科批,南昌,211/双一流,
南昌大学,508组,物理,不限,545,38862,本科批,南昌,211/双一流,
南昌大学,509组,物理,不限,584,15199,本科批,南昌,211/双一流,
南昌大学,50组,物理,不限,596,10217,本科批,南昌,211/双一流,
南昌大学,50组,物理,不限,560,28135,本科批,南昌,211/双一流,
南昌大学,561组(国家专项),物理,不限,566,24506,本科批,南昌,211/双一流,
南昌大学,562组(国家专项),物理,不限,574,20022,本科批,南昌,211/双一流,
南昌大学,563组(国家专项),物理,不限,560,27770,本科批,南昌,211/双一流,
南昌大学,571组(地方专项),物理,不限,571,21378,本科批,南昌,211/双一流,
南昌大学,572组(地方专项),物理,不限,587,13597,本科批,南昌,211/双一流,
南昌大学,573组(地方专项),物理,不限,566,24331,本科批,南昌,211/双一流,
南昌大学,581组(苏区专项),物理,不限,569,22671,本科批,南昌,211/双一流,
南昌大学,582组(苏区专项),物理,不限,579,17355,本科批,南昌,211/双一流,
南昌大学,583组(苏区专项),物理,不限,564,25560,本科批,南昌,211/双一流,
南昌大学,584组(苏区专项),物理,不限,595,10623,本科批,南昌,211/双一流,
江西财经大学,501组,物理,不限,573,20239,本科批,南昌,双一流,
江西财经大学,502组,物理,不限,565,24798,本科批,南昌,双一流,
江西财经大学,503组,物理,不限,573,20461,本科批,南昌,双一流,
江西财经大学,504组,物理,不限,557,29773,本科批,南昌,双一流,
江西财经大学,505组,物理,不限,552,33225,本科批,南昌,双一流,
江西财经大学,506组,物理,不限,549,35607,本科批,南昌,双一流,
江西财经大学,507组,物理,不限,526,55595,本科批,南昌,双一流,
江西财经大学,508组,物理,不限,508,74045,本科批,南昌,双一流,
江西财经大学,509组,物理,不限,580,16807,本科批,南昌,双一流,
江西财经大学,50组,物理,不限,572,20597,本科批,南昌,双一流,
江西财经大学,50组,物理,不限,564,25625,本科批,南昌,双一流,
江西财经大学,50组,物理,不限,543,40232,本科批,南昌,双一流,
江西财经大学,50组,物理,不限,532,49360,本科批,南昌,双一流,
江西财经大学,50组,物理,不限,513,68935,本科批,南昌,双一流,
江西财经大学,561组(国家专项),物理,不限,550,34701,本科批,南昌,双一流,
江西财经大学,562组(国家专项),物理,不限,567,23689,本科批,南昌,双一流,
江西财经大学,571组(地方专项),物理,不限,555,31232,本科批,南昌,双一流,
江西财经大学,572组(地方专项),物理,不限,569,22722,本科批,南昌,双一流,
江西财经大学,581组(苏区专项),物理,不限,551,34199,本科批,南昌,双一流,
江西财经大学,582组(苏区专项),物理,不限,571,21403,本科批,南昌,双一流,
南昌大学(抚州医学院),501组,物理,不限,487,100456,本科批,抚州,211/双一流,
南昌大学(抚州医学院),502组,物理,不限,477,112940,本科批,抚州,211/双一流,
南昌大学(抚州医学院),503组,物理,不限,507,75177,本科批,抚州,211/双一流,
南昌大学(抚州医学院),504组,物理,不限,474,117394,本科批,抚州,211/双一流,
江西农业大学,501组,物理,不限,499,85471,本科批,南昌,双一流,
江西农业大学,502组,物理,不限,496,89190,本科批,南昌,双一流,
江西农业大学,503组,物理,不限,511,70706,本科批,南昌,双一流,
江西农业大学,504组,物理,不限,525,56157,本科批,南昌,双一流,
江西农业大学,505组,物理,不限,512,69662,本科批,南昌,双一流,
江西农业大学,506组,物理,不限,523,58112,本科批,南昌,双一流,
江西农业大学,507组,物理,不限,515,66878,本科批,南昌,双一流,
江西农业大学,508组,物理,不限,537,44779,本科批,南昌,双一流,
江西农业大学,561组(国家专项),物理,不限,522,59238,本科批,南昌,双一流,
江西农业大学,562组(国家专项),物理,不限,508,73706,本科批,南昌,双一流,
江西农业大学,563组(国家专项),物理,不限,526,55519,本科批,南昌,双一流,
江西农业大学,564组(国家专项),物理,不限,509,73372,本科批,南昌,双一流,
江西农业大学,571组(地方专项),物理,不限,526,55587,本科批,南昌,双一流,
江西农业大学,572组(地方专项),物理,不限,512,69667,本科批,南昌,双一流,
江西农业大学,573组(地方专项),物理,不限,528,53331,本科批,南昌,双一流,
江西农业大学,574组(地方专项),物理,不限,518,63087,本科批,南昌,双一流,
江西农业大学,581组(苏区专项),物理,不限,534,48209,本科批,南昌,双一流,
江西农业大学,582组(苏区专项),物理,不限,518,63799,本科批,南昌,双一流,
江西农业大学,583组(苏区专项),物理,不限,526,55155,本科批,南昌,双一流,
江西农业大学,584组(苏区专项),物理,不限,524,56941,本科批,南昌,双一流,
华东交通大学,501组,物理,不限,525,55847,本科批,南昌,普通本科,
华东交通大学,502组,物理,不限,531,50875,本科批,南昌,普通本科,
华东交通大学,503组,物理,不限,524,57185,本科批,南昌,普通本科,
华东交通大学,504组,物理,不限,494,90882,本科批,南昌,普通本科,
华东交通大学,505组,物理,不限,505,78131,本科批,南昌,普通本科,
华东交通大学,506组,物理,不限,556,30380,本科批,南昌,普通本科,
华东交通大学,507组,物理,不限,539,43114,本科批,南昌,普通本科,
华东交通大学,508组,物理,不限,563,25874,本科批,南昌,普通本科,
华东交通大学,509组,物理,不限,531,50311,本科批,南昌,普通本科,
华东交通大学,50组,物理,不限,495,89830,本科批,南昌,普通本科,
华东交通大学,561组(国家专项),物理,不限,531,50418,本科批,南昌,普通本科,
华东交通大学,562组(国家专项),物理,不限,549,35599,本科批,南昌,普通本科,
华东交通大学,571组(地方专项),物理,不限,535,46523,本科批,南昌,普通本科,
华东交通大学,572组(地方专项),物理,不限,561,27154,本科批,南昌,普通本科,
华东交通大学,573组(地方专项),物理,不限,548,36116,本科批,南昌,普通本科,
华东交通大学,581组(苏区专项),物理,不限,550,34673,本科批,南昌,普通本科,
江西理工大学,501组,物理,不限,517,64232,本科批,赣州,普通本科,
江西理工大学,502组,物理,不限,530,50991,本科批,赣州,普通本科,
江西理工大学,503组,物理,不限,567,23419,本科批,赣州,普通本科,
江西理工大学,504组(软件工程组),物理,不限,536,45699,本科批,赣州,普通本科,
江西理工大学,505组,物理,不限,537,45133,本科批,赣州,普通本科,
江西理工大学,506组,物理,不限,533,48887,本科批,赣州,普通本科,
江西理工大学,561组(国家专项),物理,不限,517,63962,本科批,赣州,普通本科,
江西理工大学,571组(地方专项),物理,不限,527,54618,本科批,赣州,普通本科,
江西理工大学,581组(苏区专项),物理,不限,528,53213,本科批,赣州,普通本科,
东华理工大学,501组,物理,不限,514,68093,本科批,南昌,普通本科,
东华理工大学,502组,物理,不限,521,60390,本科批,南昌,普通本科,
东华理工大学,503组,物理,不限,463,131945,本科批,南昌,普通本科,
东华理工大学,504组,物理,不限,516,65997,本科批,南昌,普通本科,
东华理工大学,505组,物理,不限,498,86883,本科批,南昌,普通本科,
东华理工大学,506组,物理,不限,510,71920,本科批,南昌,普通本科,
东华理工大学,561组(国家专项),物理,不限,527,53945,本科批,南昌,普通本科,
东华理工大学,581组(苏区专项),物理,不限,533,48463,本科批,南昌,普通本科,
南昌航空大学,502组,物理,不限,522,58885,本科批,南昌,211/双一流,
南昌航空大学,503组,物理,不限,523,58043,本科批,南昌,211/双一流,
南昌航空大学,504组,物理,不限,507,75775,本科批,南昌,211/双一流,
南昌航空大学,505组,物理,不限,529,52231,本科批,南昌,211/双一流,
南昌航空大学,506组,物理,不限,545,38869,本科批,南昌,211/双一流,
南昌航空大学,507组,物理,不限,551,33719,本科批,南昌,211/双一流,
南昌航空大学,508组,物理,不限,542,40884,本科批,南昌,211/双一流,
南昌航空大学,509组,物理,不限,534,47808,本科批,南昌,211/双一流,
南昌航空大学,50组,物理,不限,550,34554,本科批,南昌,211/双一流,
南昌航空大学,561组(国家专项),物理,不限,544,39427,本科批,南昌,211/双一流,
南昌航空大学,571组(地方专项),物理,不限,543,40228,本科批,南昌,211/双一流,
南昌航空大学,581组(苏区专项),物理,不限,540,43010,本科批,南昌,211/双一流,
景德镇陶瓷大学,501组,物理,不限,497,87960,本科批,景德镇,双一流,
景德镇陶瓷大学,502组,物理,不限,508,74364,本科批,景德镇,双一流,
景德镇陶瓷大学,503组,物理,不限,509,73655,本科批,景德镇,双一流,
景德镇陶瓷大学,571组(地方专项),物理,不限,502,81385,本科批,景德镇,双一流,
景德镇陶瓷大学,572组(地方专项),物理,不限,523,57837,本科批,景德镇,双一流,
南昌师范学院,501组,物理,不限,477,113919,本科批,南昌,普通本科,
南昌师范学院,503组,物理,不限,488,98476,本科批,南昌,普通本科,
南昌师范学院,504组,物理,不限,495,90190,本科批,南昌,普通本科,
南昌师范学院,505组,物理,不限,506,77062,本科批,南昌,普通本科,
江西中医药大学,502组,物理,含化学,495,90209,本科批,南昌,双一流,
江西中医药大学,503组,物理,含化学,471,121187,本科批,南昌,双一流,
江西中医药大学,504组,物理,含化学,520,61383,本科批,南昌,双一流,
江西中医药大学,505组,物理,含化学,498,86756,本科批,南昌,双一流,
江西中医药大学,506组,物理,含化学,454,144000,本科批,南昌,双一流,
江西中医药大学,507组,物理,含化学,493,92566,本科批,南昌,双一流,
江西中医药大学,508组,物理,含化学,518,62761,本科批,南昌,双一流,
江西中医药大学,571组(地方专项),物理,含化学,520,60885,本科批,南昌,双一流,
江西中医药大学,572组(地方专项),物理,含化学,527,54324,本科批,南昌,双一流,
江西中医药大学,581组(苏区专项),物理,含化学,538,44391,本科批,南昌,双一流,
江西中医药大学,582组(苏区专项),物理,含化学,535,47113,本科批,南昌,双一流,
