学校名称,地区,专业组名称,选科要求,年份,录取批次,招生类型,专业组最低分,专业组最低位次,专业名称,专业最低分,专业最低位次,学校最低分,学校最低位次
北京工业大学,北京朝阳区,专业组（501）,首选物理，再选化学,2025,本科批,普通类,587,13605,,,,563,10679
北京工业大学,北京朝阳区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,592,11791,,,,563,10679
北京工业大学,北京朝阳区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,563,26025,软件工程（中外合作办学）（外语成绩不低于：110分）,595,10679,563,10679
北京工业大学,北京朝阳区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,563,26025,数字媒体技术,593,11195,563,10679
北京工业大学,北京朝阳区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,563,26025,物联网工程（中外合作办学）（外语成绩不低于：110分）,592,11791,563,10679
北京工业大学,北京朝阳区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,563,26025,建筑学（不招色盲、色弱考生）,587,13605,563,10679
北京工业大学,北京朝阳区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,563,26025,土木类（国家专项）（土木工程、给排水科学与工程、建筑环境与能源应用工程）（不招色盲考生）,563,26025,563,10679
北京大学,北京海淀区,专业组（501）,首选物理，再选化学,2025,本科批,普通类,673,52,,,,661,7
北京大学,北京海淀区,专业组（562）,首选物理，再选化学,2025,本科批,国家专项,664,185,,,,661,7
北京大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,661,256,理科试验班类（元培）（数学类、物理学类、地球物理学类、计算机类、电子信息类）,684,7,661,7
北京大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,661,256,计算机类（计算机科学与技术、智能科学与技术）,677,29,661,7
北京大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,661,256,数学类（数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融））,676,33,661,7
北京大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,661,256,物理学类（物理学、大气科学（大气与海洋））,673,49,661,7
北京大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,661,256,电子信息类（电子信息科学与技术、微电子科学与工程）,673,48,661,7
内蒙古大学,内蒙古呼和浩特市,专业组（503）,首选物理，再选不限,2025,本科批,普通类,577,18278,,,,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,570,21883,,,,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,565,24535,,,,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,563,25790,,,,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,561,27409,会计学（内蒙古自治区呼和浩特市）（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取）,577,18278,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,561,27409,电子科学与技术（内蒙古自治区呼和浩特市）,575,19353,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,561,27409,数学与应用数学（内蒙古自治区呼和浩特市）,574,19650,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,561,27409,电子信息类（内蒙古自治区呼和浩特市）（通信工程、电子信息科学与技术、自动化）,572,20977,561,18278
内蒙古大学,内蒙古呼和浩特市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,561,27409,物理学类（内蒙古自治区呼和浩特市）（物理学、应用物理学）,571,21530,561,18278
大连海事大学,辽宁大连市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,580,16848,,,,568,11724
大连海事大学,辽宁大连市,专业组（502）,首选物理，再选不限,2025,本科批,普通类,570,21768,,,,568,11724
大连海事大学,辽宁大连市,专业组（501）,首选物理，再选化学,2025,本科提前批,普通类,568,23330,,,,568,11724
大连海事大学,辽宁大连市,专业组（506）,首选物理，再选化学,2025,高校专项计划批,高校专项计划,574,20026,,,,568,11724
大连海事大学,辽宁大连市,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,571,21654,自动化类（自动化、电气工程及其自动化、测控技术与仪器）,592,11724,568,11724
大连海事大学,辽宁大连市,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,571,21654,计算机类（计算机科学与技术、软件工程、数据科学与大数据技术、网络工程、智能科学与技术）,589,13003,568,11724
大连海事大学,辽宁大连市,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,571,21654,电子信息类（电子信息工程、电子信息科学与技术、通信工程、光电信息科学与工程）,585,14514,568,11724
大连海事大学,辽宁大连市,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,571,21654,物联网工程,583,15491,568,11724
大连海事大学,辽宁大连市,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,571,21654,机械类（机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程（海洋智能装备））,581,16161,568,11724
哈尔滨工业大学,黑龙江哈尔滨市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,658,326,,,,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,651,566,,,,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,612,5443,,,,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（505）,首选物理，再选化学,2025,本科批,中外合作办学,610,6070,,,,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（506）,首选物理，再选化学,2025,本科批,中外合作办学,607,6783,工科试验班（黑龙江省哈尔滨市）（尖班）（自动化、人工智能、复合材料与工程、工程力学、材料科学与工程、机械设计制造及其自动化、机器人工程、飞行器制造工程、环境工程、精密仪器、测控技术与仪器、智能材料与结构、智能装备与系统、土木工程）（院士相关研究领域专业任选。院士与学生2年双重画像互选，培养方式详见学校招生官网）,658,326,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（506）,首选物理，再选化学,2025,本科批,中外合作办学,607,6783,工科试验班（黑龙江省哈尔滨市）（院士特色班）（通信工程、电子信息工程、信息对抗技术、智能科学与技术、自动化、智能装备与系统、飞行器设计与工程、复合材料与工程、工程力学、智能材料与结构、材料科学与工程、焊接技术与工程、飞行器制造工程、机器人工程、机械设计制造及其自动化、智能制造工程、仿生科学与工程）（含永坦班、善义班、小卫星班、智能机器人班，院士担任班主任，相关领域内专业任选）,653,468,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（506）,首选物理，再选化学,2025,本科批,中外合作办学,607,6783,工科试验班（黑龙江省哈尔滨市）（自主智能系统院士特色班）（自动化、人工智能、探测制导与控制技术、智能装备与系统、机器人工程）（院士担任班主任，培养地点：哈尔滨+上海（夏季学期））,653,482,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（506）,首选物理，再选化学,2025,本科批,中外合作办学,607,6783,工科试验班（黑龙江省哈尔滨市）（AI院士特色班）（人工智能）（院士担任班主任，培养地点第1年校本部，后3年深圳校区）,653,476,607,326
哈尔滨工业大学,黑龙江哈尔滨市,专业组（506）,首选物理，再选化学,2025,本科批,中外合作办学,607,6783,工科试验班（黑龙江省哈尔滨市）（未来技术拔尖班）（自动化、人工智能、计算机科学与技术、通信工程、电子信息工程、飞行器设计与工程、机器人工程、焊接技术与工程、电气工程及其自动化、复合材料与工程、智能材料与结构、集成电路设计与集成系统、微电子科学与工程、智能视觉工程、探测制导与控制技术、智能装备与系统、信息对抗技术、智能科学与技术、机械设计制造及其自动化、飞行器制造工程、智能制造工程、仿生科学与工程、光电信息材料与器件、飞行器动力工程、精密仪器、智能感知工程、测控技术与仪器、软件工程）（校本部理工专业任选，未来技术学院培养、书院制管理，采用“一生一策’拔尖培养）,651,566,607,326
云南大学,云南昆明市,专业组（504）,首选物理，再选化学、生物(2科必选),2025,本科批,普通类,585,14471,,,,541,11300
云南大学,云南昆明市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,572,20838,,,,541,11300
云南大学,云南昆明市,专业组（506）,首选物理，再选思想政治,2025,本科批,普通类,566,24479,,,,541,11300
云南大学,云南昆明市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,564,25475,,,,541,11300
云南大学,云南昆明市,专业组（507）,首选物理，再选地理,2025,本科批,普通类,541,42167,计算机科学与技术,593,11300,541,11300
云南大学,云南昆明市,专业组（507）,首选物理，再选地理,2025,本科批,普通类,541,42167,软件工程（第三、四学年学费12000元/年）,593,11328,541,11300
云南大学,云南昆明市,专业组（507）,首选物理，再选地理,2025,本科批,普通类,541,42167,智能科学与技术,592,11546,541,11300
云南大学,云南昆明市,专业组（507）,首选物理，再选地理,2025,本科批,普通类,541,42167,数据科学与大数据技术,591,12118,541,11300
云南大学,云南昆明市,专业组（507）,首选物理，再选地理,2025,本科批,普通类,541,42167,电子信息工程,587,13726,541,11300
长安大学,陕西西安市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,579,17462,,,,553,9084
长安大学,陕西西安市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,567,23864,,,,553,9084
长安大学,陕西西安市,专业组（562）,首选物理，再选化学,2025,本科批,国家专项,566,24068,,,,553,9084
长安大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,566,23955,,,,553,9084
长安大学,陕西西安市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,553,32930,电气工程及其自动化,599,9084,553,9084
长安大学,陕西西安市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,553,32930,工科试验班（智能车辆长安学堂计划）（智能车辆工程）,598,9416,553,9084
长安大学,陕西西安市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,553,32930,自动化类（自动化、机器人工程）,597,9944,553,9084
长安大学,陕西西安市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,553,32930,工科试验班（计算机长安学堂计划）（计算机科学与技术）,597,9731,553,9084
长安大学,陕西西安市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,553,32930,工科试验班（华为班）（道路桥梁与渡河工程、交通工程、交通运输、车辆工程、物流工程）,597,9866,553,9084
西北大学,陕西西安市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,594,10929,,,,572,10929
西北大学,陕西西安市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,582,16114,,,,572,10929
西北大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,572,20739,临床医学,594,10929,572,10929
西北大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,572,20739,化学（国家拔尖学生培养基地）,589,12785,572,10929
西北大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,572,20739,经济学（数理经济实验班）,583,15280,572,10929
西北大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,572,20739,信息管理与信息系统（数据科学与智能管理方向）,582,16114,572,10929
西北大学,陕西西安市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,572,20739,计算机类（计算机科学与技术、物联网工程、软件工程）,581,16193,572,10929
北京交通大学,北京海淀区,专业组（501）,首选物理，再选化学,2025,本科批,普通类,622,3391,,,,578,3391
北京交通大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,620,3706,,,,578,3391
北京交通大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,普通类,611,5892,,,,578,3391
北京交通大学,北京海淀区,专业组（562）,首选物理，再选不限,2025,本科批,国家专项,587,13760,,,,578,3391
北京交通大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,578,17591,理科试验班类（詹天佑试点班信息类）（通信工程、计算机科学与技术、信息安全）（特殊培养方案，详见学校招生网站）,622,3391,578,3391
北京交通大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,578,17591,理科试验班类（詹天佑试点班智能类）（轨道交通信号与控制、交通运输、测控技术与仪器、电气工程及其自动化）（特殊培养方案，详见学校招生网站）,620,3706,578,3391
北京交通大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,578,17591,计算机类（计算机科学与技术、计算机科学与技术（铁路信息技术）、物联网工程、数据科学与大数据技术（数据智能）、人工智能、人工智能（智能系统与应用）、软件工程（国家级特色化示范性软件学院）、数据科学与大数据技术、信息安全、保密技术（技术、管理双学位项目））（软件工程三、四年级学费为1.6万元）,613,5246,578,3391
北京交通大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,578,17591,交通运输类（交通运输（铁道运输）、交通运输（城市轨道交通）、交通运输（高铁运营管理）、交通运输（民航运输）、交通工程、智能运输工程、物流工程、电子商务）,613,5393,578,3391
北京交通大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,578,17591,自动化类（智能系统与智能制造）（轨道交通信号与控制、自动化、智能装备与系统、机器人工程、智能制造工程、智能车辆工程、测控技术与仪器）,611,5892,578,3391
北京外国语大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,普通类,614,5018,,,,579,5018
北京外国语大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,599,9063,,,,579,5018
北京外国语大学,北京海淀区,专业组（504）,首选物理，再选思想政治,2025,本科批,普通类,595,10496,,,,579,5018
北京外国语大学,北京海淀区,专业组（501）,首选物理，再选不限,2025,本科提前批,综合评价,592,11496,,,,579,5018
北京外国语大学,北京海淀区,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,591,12269,计算机科学与技术（数智技术）,614,5018,579,5018
北京外国语大学,北京海淀区,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,591,12269,英语（北京理工大学信息管理与系统专业联培）（外语语种要求：英语）,601,8633,579,5018
北京外国语大学,北京海淀区,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,591,12269,工商管理类（工商管理、会计学、电子商务（数字化运营与创新）、国际商务）,599,9063,579,5018
北京外国语大学,北京海淀区,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,591,12269,外交学,595,10496,579,5018
北京外国语大学,北京海淀区,专业组（505）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,591,12269,信息管理与信息系统（国家专项）（商务智能）,579,17076,579,5018
中央音乐学院,北京西城区,333/-,,2023,提前本科批,普通类,,,作曲与作曲技术理论,,,,
中央音乐学院,北京西城区,333/-,,2023,提前本科批,普通类,,,音乐表演,,,,
河北工业大学,天津北辰区,专业组（503）,首选物理，再选化学,2025,本科批,普通类,581,16543,,,,566,9724
河北工业大学,天津北辰区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,577,18458,,,,566,9724
河北工业大学,天津北辰区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,566,24460,电气工程及其自动化,597,9724,566,9724
河北工业大学,天津北辰区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,566,24460,计算机科学与技术（单色识别不全不予录取）,587,13552,566,9724
河北工业大学,天津北辰区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,566,24460,通信工程,585,14786,566,9724
河北工业大学,天津北辰区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,566,24460,人工智能,585,14483,566,9724
河北工业大学,天津北辰区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,566,24460,应用物理学（色盲不予录取）,584,14906,566,9724
武汉大学,湖北武汉市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,640,1254,,,,618,228
武汉大学,湖北武汉市,专业组（503）,首选物理，再选化学,2025,本科批,普通类,631,2148,,,,618,228
武汉大学,湖北武汉市,专业组（504）,首选物理，再选化学,2025,本科批,普通类,628,2557,,,,618,228
武汉大学,湖北武汉市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,628,2519,,,,618,228
武汉大学,湖北武汉市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,618,4295,计算机科学与技术（雷军班）（多元化培养）,662,228,618,228
武汉大学,湖北武汉市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,618,4295,人工智能（自强班）,657,355,618,228
武汉大学,湖北武汉市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,618,4295,口腔医学（八年医）,651,543,618,228
武汉大学,湖北武汉市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,618,4295,软件工程（特软班）,647,729,618,228
武汉大学,湖北武汉市,专业组（505）,首选物理，再选化学,2025,本科批,普通类,618,4295,理科试验班（弘毅学堂）（数学与应用数学、物理学、化学、生物科学、智能制造工程、电气工程及其自动化、遥感科学与技术、数字经济）（含未来科技试验班（可全校任选专业，医学长学制除外）、数智经济试验班、健康科技试验班、智能制造与集成电路试验班、碳中和经济管理创新班，以及文科试验班（弘毅学堂）对应的各试验班）,641,1161,618,228
北京林业大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,普通类,590,12446,,,,574,8168
北京林业大学,北京海淀区,专业组（507）,首选物理，再选地理,2025,本科批,普通类,581,16493,,,,574,8168
北京林业大学,北京海淀区,专业组（506）,首选物理，再选生物,2025,本科批,普通类,578,17923,,,,574,8168
北京林业大学,北京海淀区,专业组（504）,首选物理，再选化学,2025,本科批,普通类,576,18886,,,,574,8168
北京林业大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,574,19732,林学类（梁希实验班）（林学、森林保护）,602,8168,574,8168
北京林业大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,574,19732,电子信息科学与技术,597,9848,574,8168
北京林业大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,574,19732,自动化,595,10739,574,8168
北京林业大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,574,19732,电气工程及其自动化,595,10537,574,8168
北京林业大学,北京海淀区,专业组（502）,首选物理，再选不限,2025,本科批,普通类,574,19732,计算机类（计算机科学与技术、数字媒体技术、数据科学与大数据技术）（18802）,595,10648,574,8168
湖南大学,湖南长沙市,专业组（502）,首选物理，再选化学,2025,本科批,普通类,617,4494,,,,576,3620
湖南大学,湖南长沙市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,609,6260,,,,576,3620
湖南大学,湖南长沙市,专业组（503）,首选物理，再选不限,2025,高校专项计划批,高校专项计划,602,8354,,,,576,3620
湖南大学,湖南长沙市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,576,18950,电气工程及其自动化（包含电气工程及其自动化、自动化、电子信息工程、测控技术与仪器、储能科学与工程，专业分流时在上述专业内任选）,621,3677,576,3620
湖南大学,湖南长沙市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,576,18950,电子信息工程（包含电气工程及其自动化、自动化、电子信息工程、测控技术与仪器、储能科学与工程，专业分流时在上述专业内任选，入校后可选拔进入工科试验班（人工智能类））,621,3620,576,3620
湖南大学,湖南长沙市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,576,18950,电子科学与技术（入校后可选拔进入工科试验班（人工智能类））,620,3854,576,3620
湖南大学,湖南长沙市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,576,18950,计算机科学与技术（包含计算机科学与技术、软件工程，专业分流时在上述专业内任选，入校后可选拔进入工科试验班（人工智能类），该专业录取有体检要求，具体参见学校章程）,620,3753,576,3620
湖南大学,湖南长沙市,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,576,18950,自动化（包含电气工程及其自动化、自动化、电子信息工程、测控技术与仪器、储能科学与工程，专业分流时在上述专业内任选）,619,4081,576,3620
中央民族大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,599,9244,,,,586,7791
中央民族大学,北京海淀区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,593,11203,,,,586,7791
中央民族大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,591,12098,,,,586,7791
中央民族大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,586,14199,电子信息类（电子信息工程、通信工程、人工智能）,603,7964,586,7791
中央民族大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,586,14199,计算机类（计算机科学与技术、软件工程、数据科学与大数据技术）,603,7791,586,7791
中央民族大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,586,14199,光电信息科学与工程,602,8345,586,7791
中央民族大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,586,14199,信息与计算科学,601,8375,586,7791
中央民族大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,586,14199,统计学类（统计学、应用统计学）,600,8919,586,7791
中国人民大学,北京海淀区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,651,533,,,,619,429
中国人民大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,645,848,,,,619,429
中国人民大学,北京海淀区,专业组（562）,首选物理，再选化学,2025,本科批,国家专项,628,2552,,,,619,429
中国人民大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,619,3992,人工智能（北京市）（培养人工智能精英人才。学科实力和师资力量雄厚。长周期衔接培养，高质量中英文课程。本科生科研领航计划，全员配备学术导师，多位本科生发表国际论文。实践资源丰富，5个省部级实验室和研究中心，3个校企联合实验室，20+高端实践基地）,654,429,619,429
中国人民大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,619,3992,法学（北京市）（含涉外法治战略人才班；国际交流：含哈佛大学、鲁汶大学、新加坡国立大学等院际交换项目，“亚洲校园+”项目（中日韩三国政府奖学金支持）、中欧欧洲法国际组织后备人才培养项目（国家留基委资助）等）,651,533,619,429
中国人民大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,619,3992,理科试验班（北京市）（金融与大数据技术创新人才班）（金融工程（财政金融学院金融学与大数据技术双学位项目））（财政金融学院与信息学院共同培养，毕业获经济学、工学双主学士学位）,650,616,619,429
中国人民大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,619,3992,理科试验班（北京市）（国民经济与数科创新人才班）数据科学与大数据技术（应用经济学院国民经济与数科双学位项目）（应用经济学院与统计学院共同培养，毕业获经济学、理学双主学士学位）,650,579,619,429
中国人民大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,619,3992,计算机类（北京市）（计算机科学与技术、信息安全、数据科学与大数据技术、信息管理与信息系统）（依托教育部智能基座基地、拔尖基地2.0、一部六院项目；“大数据+人工智能”特色培养体系；无时点自主专业选择；全部国家级一流本科专业；国际合作：美国纽约州立大学宾汉姆顿分校双学位项目、英国曼彻斯特大学硕士项目等）,650,620,619,429
北京航空航天大学,北京海淀区,专业组（501）,首选物理，再选化学,2025,本科批,普通类,648,714,,,,624,448
北京航空航天大学,北京海淀区,专业组（561）,首选物理，再选化学,2025,本科批,国家专项,638,1448,,,,624,448
北京航空航天大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,624,3090,工科试验班类（未来空天领军计划）（智能飞行器技术、智能感知工程、智能制造工程、空天智能电推进技术、飞行器设计与工程、飞行器动力工程、材料科学与工程、交通运输、智慧交通、人工智能、网络空间安全、空间科学与技术）（不录取无该专业志愿考生）,653,448,624,448
北京航空航天大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,624,3090,人工智能（卓越人才培养试验班）,653,467,624,448
北京航空航天大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,624,3090,微电子科学与工程（卓越人才培养试验班）,651,546,624,448
北京航空航天大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,624,3090,工科试验班类（未来工程师项目制育人试验班）（包含人工智能、自动化、低空技术与工程、机器人工程、飞行器设计与工程、车辆工程、飞行器控制与信息工程、飞行器动力工程专业）,651,565,624,448
北京航空航天大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,中外合作办学,624,3090,飞行器动力工程（卓越人才培养试验班）,650,576,624,448
北京邮电大学,北京海淀区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,624,3114,,,,605,1396
北京邮电大学,北京海淀区,专业组（501）,首选物理，再选化学,2025,本科批,元班专业组,635,1722,,,,605,1396
北京邮电大学,北京海淀区,专业组（562）,首选物理，再选化学,2025,本科批,国家专项,618,4236,,,,605,1396
北京邮电大学,北京海淀区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,606,7115,,,,605,1396
北京邮电大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,605,7355,计算机类（元班）（计算机科学与技术、网络空间安全）（未来学院“元班”实验班。一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,638,1396,605,1396
北京邮电大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,605,7355,电子信息类（元班）（通信工程、电子科学与技术）（未来学院“元班”实验班。一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,635,1722,605,1396
北京邮电大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,605,7355,计算机类（计算机科学与技术、网络工程、数据科学与大数据技术）（一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,628,2446,605,1396
北京邮电大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,605,7355,自动化类（智能机器人）（自动化、机器人工程、机械工程（数字智能））,628,2511,605,1396
北京邮电大学,北京海淀区,专业组（503）,首选物理，再选化学,2025,本科批,中外合作办学,605,7355,低空技术与工程（一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,625,2883,605,1396
北京中医药大学,北京朝阳区,专业组（501）,首选物理，再选不限,2025,本科批,普通类,592,11551,,,,563,4086
北京中医药大学,北京朝阳区,专业组（502）,首选物理，再选化学,2025,本科批,普通类,563,26233,,,,563,4086
北京中医药大学,北京朝阳区,专业组（562）,首选物理，再选化学,2025,本科批,国家专项,570,21782,,,,563,4086
北京中医药大学,北京朝阳区,专业组（W化）,首选物理，再选化学,2025,高校专项计划批,高校专项计划,567,23925,,,,563,4086
北京中医药大学,北京朝阳区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,564,25590,中医学（领军人才培养计划）（不招色盲、色弱考生）,619,4086,563,4086
北京中医药大学,北京朝阳区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,564,25590,中西医临床医学（华佗班）（不招色盲、色弱考生）,612,5684,563,4086
北京中医药大学,北京朝阳区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,564,25590,中医骨伤科学（不招色盲、色弱考生）,601,8682,563,4086
北京中医药大学,北京朝阳区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,564,25590,中医学（卓越5+3一体化）（不招色盲、色弱考生）,593,11496,563,4086
北京中医药大学,北京朝阳区,专业组（561）,首选物理，再选不限,2025,本科批,国家专项,564,25590,中药学（时珍国药班）（不招色盲、色弱考生）,593,11496,563,4086
辽宁大学,辽宁沈阳市,专业组（502）,首选物理，再选不限,2025,本科批,普通类,576,18880,,,,564,17660
辽宁大学,辽宁沈阳市,专业组（50A）,首选物理，再选化学,2025,本科批,普通类,570,21892,,,,564,17660
辽宁大学,辽宁沈阳市,专业组（509）,首选物理，再选不限,2025,本科批,普通类,568,22958,,,,564,17660
辽宁大学,辽宁沈阳市,专业组（501）,首选物理，再选不限,2025,本科批,普通类,564,25401,,,,564,17660
