学校ID,学校名称,年份,录取批次,招生类型,专业组,选科要求,最低分,最低位次,专业名称,专业最低分,专业最低位次,数据来源URL
45,中央民族大学北京海淀区,,,,,首选物理，再选化学,,,统计学类（统计学、应用统计学）,600,8919,https://www.gaokao.cn/school/45/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,2025,本科批,普通类,专业组（501）,首选物理，再选不限,651,533,,,,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,645,848,,,,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,628,2552,,,,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,619,3992,,,,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,,,,,首选物理，再选化学,,,人工智能（北京市）（培养人工智能精英人才。学科实力和师资力量雄厚。长周期衔接培养，高质量中英文课程。本科生科研领航计划，全员配备学术导师，多位本科生发表国际论文。实践资源丰富，5个省部级实验室和研究中心，3个校企联合实验室，20+高端实践基地）,654,429,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,,,,,首选物理，再选不限,,,法学（北京市）（含涉外法治战略人才班；国际交流：含哈佛大学、鲁汶大学、新加坡国立大学等院际交换项目，“亚洲校园+”项目（中日韩三国政府奖学金支持）、中欧欧洲法国际组织后备人才培养项目（国家留基委资助）等）,651,533,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班（北京市）（金融与大数据技术创新人才班）（金融工程（财政金融学院金融学与大数据技术双学位项目））（财政金融学院与信息学院共同培养，毕业获经济学、工学双主学士学位）,650,616,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班（北京市）（国民经济与数科创新人才班）数据科学与大数据技术（应用经济学院国民经济与数科双学位项目）（应用经济学院与统计学院共同培养，毕业获经济学、理学双主学士学位）,650,579,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
46,中国人民大学北京海淀区,,,,,首选物理，再选化学,,,计算机类（北京市）（计算机科学与技术、信息安全、数据科学与大数据技术、信息管理与信息系统）（依托教育部智能基座基地、拔尖基地2.0、一部六院项目；“大数据+人工智能”特色培养体系；无时点自主专业选择；全部国家级一流本科专业；国际合作：美国纽约州立大学宾汉姆顿分校双学位项目、英国曼彻斯特大学硕士项目等）,650,620,https://www.gaokao.cn/school/46/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,648,714,,,,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,638,1448,,,,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,2025,本科批,中外合作办学,专业组（502）,首选物理，再选化学,624,3090,,,,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,,,,,首选物理，再选化学,,,工科试验班类（未来空天领军计划）（智能飞行器技术、智能感知工程、智能制造工程、空天智能电推进技术、飞行器设计与工程、飞行器动力工程、材料科学与工程、交通运输、智慧交通、人工智能、网络空间安全、空间科学与技术）（不录取无该专业志愿考生）,653,448,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,,,,,首选物理，再选化学,,,人工智能（卓越人才培养试验班）,653,467,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,,,,,首选物理，再选化学,,,微电子科学与工程（卓越人才培养试验班）,651,546,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,,,,,首选物理，再选化学,,,工科试验班类（未来工程师项目制育人试验班）（包含人工智能、自动化、低空技术与工程、机器人工程、飞行器设计与工程、车辆工程、飞行器控制与信息工程、飞行器动力工程专业）,651,565,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
47,北京航空航天大学北京海淀区,,,,,首选物理，再选化学,,,飞行器动力工程（卓越人才培养试验班）,650,576,https://www.gaokao.cn/school/47/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,624,3114,,,,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,2025,本科批,元班专业组,专业组（501）,首选物理，再选化学,635,1722,,,,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,618,4236,,,,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,606,7115,,,,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,2025,本科批,中外合作办学,专业组（503）,首选物理，再选化学,605,7355,,,,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,,,,,首选物理，再选化学,,,计算机类（元班）（计算机科学与技术、网络空间安全）（未来学院“元班”实验班。一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,638,1396,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,,,,,首选物理，再选化学,,,电子信息类（元班）（通信工程、电子科学与技术）（未来学院“元班”实验班。一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,635,1722,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、网络工程、数据科学与大数据技术）（一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,628,2446,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,,,,,首选物理，再选化学,,,自动化类（智能机器人）（自动化、机器人工程、机械工程（数字智能））,628,2511,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
48,北京邮电大学北京海淀区,,,,,首选物理，再选化学,,,低空技术与工程（一年级在沙河校区，二、三、四年级将根据学校规划安排在沙河校区或西土城路校区）,625,2883,https://www.gaokao.cn/school/48/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,2025,本科批,普通类,专业组（501）,首选物理，再选不限,592,11551,,,,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,563,26233,,,,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,570,21782,,,,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,2025,高校专项计划批,高校专项计划,专业组（W化）,首选物理，再选化学,567,23925,,,,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,564,25590,,,,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,,,,,首选物理，再选化学,,,中医学（领军人才培养计划）（不招色盲、色弱考生）,619,4086,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,,,,,首选物理，再选化学,,,中西医临床医学（华佗班）（不招色盲、色弱考生）,612,5684,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,,,,,首选物理，再选化学,,,中医骨伤科学（不招色盲、色弱考生）,601,8682,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,,,,,首选物理，再选化学,,,中医学（卓越5+3一体化）（不招色盲、色弱考生）,593,11496,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
49,北京中医药大学北京朝阳区,,,,,首选物理，再选化学,,,中药学（时珍国药班）（不招色盲、色弱考生）,593,11496,https://www.gaokao.cn/school/49/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,2025,本科批,普通类,专业组（502）,首选物理，再选不限,576,18880,,,,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,2025,本科批,普通类,专业组（50A）,首选物理，再选化学,570,21892,,,,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,2025,本科批,普通类,专业组（509）,首选物理，再选不限,568,22958,,,,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,564,25401,,,,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,578,17735,,,,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,,,,,首选物理，再选化学,,,数学与应用数学（国家专项）,578,17735,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,,,,,首选物理，再选化学,,,微电子科学与工程,578,17660,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,,,,,首选物理，再选不限,,,经济统计学,577,18485,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,,,,,首选物理，再选不限,,,数字经济,576,18880,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
50,辽宁大学辽宁沈阳市,,,,,首选物理，再选化学,,,数据科学与大数据技术,575,19466,https://www.gaokao.cn/school/50/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,2025,本科批,普通类,专业组（501）,首选物理，再选化学,580,16576,,,,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,569,22356,,,,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、软件工程）,610,6119,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,,,,,首选物理，再选化学,,,电气工程及其自动化,608,6499,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,,,,,首选物理，再选化学,,,自动化,606,7035,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,,,,,首选物理，再选化学,,,大功率半导体科学与工程,605,7423,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
51,西南交通大学四川成都市,,,,,首选物理，再选化学,,,交通运输类（交通运输、交通工程）,605,7265,https://www.gaokao.cn/school/51/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,2025,本科批,普通类,专业组（503）,首选物理，再选化学,615,4895,,,,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,2025,本科批,普通类,专业组（501）,首选物理，再选不限,613,5212,,,,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,2025,本科批,普通类,专业组（504）,首选物理，再选思想政治,595,10452,,,,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,2025,本科批,珠海校区,专业组（503）,首选物理，再选不限,612,5540,,,,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,2025,本科批,珠海校区,专业组（504）,首选物理，再选化学,611,5691,,,,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,,,,,首选物理，再选化学,,,心理学（北京师范大学-北京航空航天大学“心理学+人工智能”联合学士学位培养项目）,629,2332,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,,,,,首选物理，再选化学,,,统计学（“经济学＋统计学”双学士学位复合型人才培养项目）,627,2712,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,,,,,首选物理，再选化学,,,人工智能,623,3313,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班（励耘实验班）（数学与应用数学、物理学、化学、生物科学）,621,3633,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
52,北京师范大学北京海淀区,,,,,首选物理，再选化学,,,数学与应用数学（卓师计划实验班）,621,3549,https://www.gaokao.cn/school/52/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,607,6875,,,,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,2025,本科批,普通类,专业组（501）,首选物理，再选不限,602,8354,,,,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,2025,本科批,国家专项计划,专业组（562）,首选物理，再选化学,599,9327,,,,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,599,9327,,,,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,2025,本科批,国家专项计划,专业组（561）,首选物理，再选不限,588,13506,,,,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,,,,,首选物理，再选化学,,,数据科学,607,6875,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,,,,,首选物理，再选化学,,,数据科学与大数据技术（大类招生）（数据科学与大数据技术、智能科学与技术、人工智能（项目制培养），法学/保险-大数据双学士学位项目选拔）,607,6875,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,,,,,首选物理，再选不限,,,金融工程（量化金融实验班）,607,6875,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,,,,,首选物理，再选不限,,,金融工程（大类招生）（金融工程、金融科技，可参与金融科技与北邮人工智能联合学士学位项目选拔）,607,6875,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
53,对外经济贸易大学北京朝阳区,,,,,首选物理，再选不限,,,金融数学,605,7442,https://www.gaokao.cn/school/53/provinceline?fromcoop=bdkp
54,河北大学河北保定市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,552,33073,,,,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,547,37073,,,,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,,,,,首选物理，再选化学,,,电气工程及其自动化,569,22491,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,,,,,首选物理，再选化学,,,计算机科学与技术,567,23765,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,,,,,首选物理，再选化学,,,光电信息科学与工程,560,27639,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,,,,,首选物理，再选化学,,,机械设计制造及其自动化,558,28910,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
54,河北大学河北保定市,,,,,首选物理，再选化学,,,数据科学与大数据技术,555,31019,https://www.gaokao.cn/school/54/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,2025,本科批,普通类,专业组（501）,首选物理，再选化学,530,51832,,,,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,2025,本科批,普通类,专业组（504）,首选物理，再选化学,511,71050,,,,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,509,73676,,,,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,490,97041,,,,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,,,,,首选物理，再选化学,,,能源与动力工程,530,51832,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,,,,,首选物理，再选化学,,,制药工程（不招色觉异常（含色弱、色盲）考生）,511,71050,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,,,,,首选物理，再选化学,,,药学（不招色觉异常（含色弱、色盲）考生）,509,73676,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
55,河北科技大学河北石家庄市,,,,,首选物理，再选化学,,,土木工程,490,97041,https://www.gaokao.cn/school/55/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,518,62744,,,,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,504,79439,,,,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,2025,本科批,普通类,专业组（502）,首选物理，再选不限,500,83415,,,,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,,,,,首选物理，再选化学,,,人工智能,522,58804,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,,,,,首选物理，再选化学,,,数学与应用数学,518,62744,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,,,,,首选物理，再选不限,,,会计学,512,69354,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,,,,,首选物理，再选不限,,,金融学,511,71236,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
56,河北经贸大学河北石家庄市,,,,,首选物理，再选不限,,,工商管理,506,76196,https://www.gaokao.cn/school/56/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,618,4286,,,,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,608,6578,,,,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,612,5655,,,,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,,,,,首选物理，再选化学,,,电子信息类（卓越计划实验班）通信工程（卓越班）、电子信息工程（卓越班）、集成电路设计与集成系统（卓越班）,624,3145,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,,,,,首选物理，再选化学,,,电子信息类（创新实验班）（通信工程（创新班）、电子信息工程（创新班）、微电子科学与工程（创新班））,624,3049,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,,,,,首选物理，再选化学,,,计算机类（创新实验班）（网络空间安全（实验班）、人工智能（图灵班））,624,3175,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,,,,,首选物理，再选化学,,,电子信息类（集成电路）（微电子科学与工程、集成电路设计与集成系统）,622,3496,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
57,西安电子科技大学陕西西安市,,,,,首选物理，再选化学,,,电子信息类（通信）（通信工程、信息工程、空间信息与数字技术）,621,3668,https://www.gaokao.cn/school/57/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,585,14530,,,,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,2025,本科批,普通类,专业组（504）,首选物理，再选地理,571,21444,,,,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,567,23684,,,,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,565,25086,,,,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,,,,,首选物理，再选化学,,,计算机科学与技术,595,10521,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,,,,,首选物理，再选化学,,,电子信息工程,593,11137,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,,,,,首选物理，再选化学,,,数学与应用数学（师范类）（含世承书院天问班）,592,11613,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,,,,,首选物理，再选化学,,,软件工程,591,12179,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
58,湖南师范大学湖南长沙市,,,,,首选物理，再选化学,,,数据科学与大数据技术,589,12730,https://www.gaokao.cn/school/58/provinceline?fromcoop=bdkp
59,南开大学天津南开区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,626,2804,,,,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,2025,本科批,普通类,专业组（502）,首选物理，再选不限,624,3097,,,,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,614,5047,,,,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,,,,,首选物理，再选化学,,,理科试验班（卓越拔尖计划伯苓班）（物理学、化学、生物科学）（本专业大类内专业任选）,633,1888,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（卓越拔尖计划伯苓班）（光电信息科学与工程、计算机科学与技术、智能科学与技术）（本专业大类内专业任选）,631,2076,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,,,,,首选物理，再选化学,,,理科试验班（数学与大数据）（数学与应用数学、信息与计算科学、数据科学、统计学）（本专业大类内专业任选）,629,2341,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（信息科学与技术）（计算机科学与技术、信息安全、物联网工程、自动化、智能科学与技术、软件工程）（本专业大类内专业任选）,627,2583,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
59,南开大学天津南开区,,,,,首选物理，再选化学,,,理科试验班（物质科学与可持续发展）（化学、应用化学、生物科学、生物技术、环境科学、环境工程、资源循环科学与工程、药学、药物化学、材料物理、材料化学）（本专业大类内专业任选）,626,2799,https://www.gaokao.cn/school/59/provinceline?fromcoop=bdkp
60,天津大学天津南开区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,614,5145,,,,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,603,7998,,,,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（未来技术学院）（电气工程及其自动化、智能电网信息工程、电子信息工程、电子科学与技术、通信工程、光电信息科学与工程、集成电路设计与集成系统、人工智能、自动化、计算机科学与技术、软件工程、物联网工程、数据科学与大数据技术、网络空间安全、数学与应用数学、工程力学、机械设计制造及其自动化、材料成型及控制工程、工业设计、过程装备与控制工程、智能制造工程、测控技术与仪器、智能感知工程、材料科学与工程、功能材料、能源与动力工程、土木工程、建筑环境与能源应用工程、水利水电工程、港口航道与海岸工程、船舶与海洋工）,632,2051,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（电气信息类）（电气工程及其自动化、电子信息工程、通信工程、物联网工程、智能电网信息工程、自动化、机器人工程）,623,3195,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（新材料与加工技术类）（材料科学与工程、功能材料）（不招色盲、色弱考生）,615,4898,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,,,,,首选物理，再选化学,,,理科试验班（理学类）（应用物理学、应用化学、地理科学）（不招色盲、色弱考生）,614,5114,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
60,天津大学天津南开区,,,,,首选物理，再选化学,,,工科试验班（智慧化工与绿色低碳类）（化学工程与工艺、精细化工、过程装备与控制工程、环境科学、环境工程）（不招色盲、色弱考生）,614,5145,https://www.gaokao.cn/school/60/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,598,9511,,,,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,596,10195,,,,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,2025,本科批,中外合作办学,专业组（506）,首选物理，再选化学,600,8762,,,,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,2025,本科批,中外合作办学,专业组（503）,首选物理，再选化学,597,9711,,,,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,2025,高校专项计划批,高校专项计划,专业组（508）,首选物理，再选化学,596,10399,,,,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、智能科学与技术、数据科学与大数据技术、网络空间安全、软件工程、保密技术）（设有软件工程五八卓越人才班、计算机科学与技术卓越工程师班、中法卓越工程师班）,612,5589,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,,,,,首选物理，再选化学,,,电子信息类（电子信息工程、电子信息科学与技术、通信工程、微电子科学与工程、集成电路设计与集成系统）（设有中法卓越工程师项目班）,611,5875,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,,,,,首选物理，再选化学,,,海洋科学（设有基础学科拔尖计划2.0基地）,610,6046,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,,,,,首选物理，再选化学,,,计算机类（国家专项）（计算机科学与技术、智能科学与技术、数据科学与大数据技术、网络空间安全、软件工程、保密技术）（设有软件工程五八卓越人才班、计算机科学与技术卓越工程师班、中法卓越工程师班）,609,6377,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
61,中国海洋大学山东青岛市,,,,,首选物理，再选化学,,,环境工程（国家专项）,607,6781,https://www.gaokao.cn/school/61/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,577,18104,,,,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,574,19519,,,,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
